SK_ID_BUREAU,MONTHS_BALANCE,STATUS
6796827,-8,0
6058506,-15,C
6125423,-29,C
6099546,-20,C
6669412,-3,C
5959427,-35,0
6424316,-8,X
5960697,-19,C
6321642,-9,C
5772040,-69,C
6830680,-24,C
6130215,-49,C
6097502,-22,C
5719298,-11,0
6026058,-25,0
6763841,-58,C
6121800,-63,X
5953651,-28,X
5059829,-14,C
6781999,-33,C
5823590,-33,0
6664649,-32,X
5142625,-36,0
6311898,-10,C
6030544,-8,0
5968558,-15,0
6360446,-12,C
5925782,-1,0
6112508,-42,C
5212760,-46,0
5243566,-34,C
6190123,-16,0
6691686,-80,0
5798639,-67,0
5823389,-31,C
6547360,-29,X
5954117,-28,X
5003523,-47,X
6215678,-4,C
5489638,-39,0
6056742,-56,X
6139039,-42,0
5760251,-65,C
6693418,-1,0
5105126,-5,C
5987595,-67,0
5843745,-50,0
5838355,-68,C
6241887,-51,X
5169525,-6,C
6215571,-16,C
6219512,-19,C
6765053,-61,1
5467204,-15,C
6780746,-55,X
5816933,-2,0
5625769,-24,0
6782447,-58,0
6147266,-68,X
6061383,-12,C
5405660,-22,C
5998381,-16,0
6026997,-5,0
6437984,-40,C
5653711,-9,C
5921575,-6,C
5816573,-68,X
5344845,-21,X
5009222,-29,0
6658218,-37,C
6195801,-55,X
6658824,-25,C
6765362,-69,0
5995583,-25,C
5816316,-32,C
5730061,-2,0
6653511,-14,C
5078835,-50,C
6612550,-32,C
5824333,-2,C
5949360,-7,C
5964434,-41,C
6372131,-6,X
6836610,-75,0
5684011,-21,X
6432710,-60,C
6208185,-72,0
6325095,-47,C
6734446,-31,0
5938706,-67,C
6551240,-69,C
6399977,-32,C
5454252,-46,0
5727155,-57,C
6669723,-67,C
5932508,-20,0
6216096,-42,X
6155302,-21,0
5812670,-15,X
5350007,-32,C
6728198,-36,X
6559452,-24,0
6351556,-55,C
5943018,-84,0
5892199,-81,0
5719219,0,C
5467853,-28,X
5096110,-1,0
6776983,-49,0
5155065,-26,C
6096185,0,C
6549596,-47,C
6398976,-5,C
6460601,-44,X
5004150,-49,X
5761329,-15,C
6368132,-36,0
6032597,-12,X
5915920,-22,0
6055586,-19,C
6568049,-38,0
5424375,-4,X
6021037,-83,0
6804101,-20,0
6684800,-52,0
6018617,-17,X
6835453,-54,C
6061423,-64,0
5914515,-1,0
6348213,-33,X
6107378,-25,C
5148657,-39,0
6009323,-7,C
5002027,-60,C
6024982,-22,0
6045972,-6,C
6781129,-19,C
6840178,-87,X
6391862,-11,C
5729914,-3,C
6527877,-76,X
5958174,-3,C
6192004,-35,C
5009294,-15,C
6438679,-9,0
6363280,-66,C
5936207,-75,0
5653898,-13,X
5811405,-34,C
5047883,-56,C
5337035,-38,C
6478794,-80,C
6732202,-31,0
6827099,-80,0
6020846,-9,X
6424742,-16,C
6309097,-82,C
6091104,-52,C
6690488,-4,C
6559385,-96,0
6172885,-12,3
5945133,-55,0
5515028,-10,C
5078835,-40,C
6647772,-46,C
5749311,-2,C
6766693,-27,X
6140692,-26,C
5493002,-7,C
6162197,-41,C
5352500,-42,C
5439841,-45,0
5906734,-90,C
5952802,-8,X
5090006,-56,C
5416071,-51,C
5492113,-27,C
5915671,-35,C
6130762,-52,C
5344030,-18,C
6050418,-24,X
5223437,-38,C
5915855,-21,0
6531503,-5,C
6629354,-2,C
5807606,-50,C
5764854,-39,C
5789435,-18,1
5615074,-83,1
6603140,-17,C
6277233,-1,0
5712992,-10,0
5541396,-39,C
6281025,-24,0
6547636,-17,C
5875655,-74,C
5718566,-27,X
6279846,-24,X
5258526,-38,X
6078841,-68,0
6434578,-28,0
5807340,-66,X
5467916,-31,X
6469121,-32,C
6159816,-11,0
6799116,-43,0
6416167,-4,0
5369182,-16,C
5857506,-15,C
5824151,-2,0
6658980,-52,C
5599204,-54,X
6005322,-13,C
6369954,-82,C
5743781,-4,0
5515060,-25,X
6261816,-1,C
5868120,-37,0
5834053,-26,C
6050246,-39,C
5542950,-55,C
6772353,-15,C
5929917,0,X
6543596,0,C
6471776,-32,C
5011723,-1,C
6562722,-33,X
6140096,-25,C
5416694,-29,C
5702376,-14,0
6222995,-75,0
6525742,-24,C
5918589,-21,X
5916327,-74,C
5618138,-54,C
6779168,-25,0
5243815,-16,X
6108141,-18,0
5121822,-17,0
6586551,-45,C
6024233,-33,X
5702051,-29,C
5563503,-6,C
5914399,-45,C
6583833,-43,0
6246011,-11,0
5926101,-36,0
5067828,-42,C
5045929,-7,C
6219458,-11,C
6731619,-16,1
5119977,-14,X
6241097,-19,C
6430526,-3,0
6028158,-6,C
5314983,-1,0
5241973,-15,0
5038572,-39,0
6058490,-6,0
5022641,-21,0
6719846,-53,0
6507732,-24,C
6727032,-30,X
5237103,-62,0
5929764,-32,0
5761543,-19,C
5352877,-14,C
6301875,-14,C
6671441,-10,C
6569199,-6,0
6038065,-57,0
6653496,-22,C
6469244,-1,X
6367800,-1,C
6150789,-2,C
6364042,-10,C
5118333,-39,X
5968799,-72,C
5354384,-39,C
5834617,-27,C
5121601,-14,C
6107133,-11,0
6184147,-49,C
5819897,-24,C
5212376,-28,C
6479496,-44,0
5706530,-71,X
5998841,-32,0
5004073,-10,C
5839916,-26,C
5743092,-10,C
5842835,-44,X
6248021,-17,C
5355717,-47,X
5888818,-42,X
6146881,-22,C
5016765,-34,C
6793283,-70,2
6232188,-9,X
6737704,-21,C
5213281,-30,0
6610204,-7,C
6218050,-4,C
6358923,-31,0
5178455,-38,C
5884542,-30,C
6805610,-65,C
5785363,-19,X
6699639,-3,0
5796802,-43,0
6558647,-30,C
6424470,-19,C
5983509,-10,X
5853697,-65,C
6654261,-28,C
5372483,-17,C
6247980,-21,0
5906479,-5,C
5584767,-21,X
5511759,-75,0
5946253,-40,0
6840114,-20,C
5960055,-32,C
6234422,-24,C
6525185,-47,C
5047640,-14,0
5003076,-9,C
6793167,-9,X
6284072,-35,X
6728407,-67,0
5730746,-3,0
5790847,-13,C
6766488,-26,0
6033162,-70,C
6153697,-16,C
5350118,-11,C
6040395,-74,C
5198564,-3,C
6046764,-79,C
5344383,-86,X
5526372,-29,1
6621362,-50,C
6036775,-32,C
6217355,-25,C
6186348,-52,0
6085405,-39,0
5117081,-10,C
6214692,-30,C
6122559,-5,C
6501228,-93,0
5114469,-44,C
5925311,-14,X
5137052,-32,X
6549148,-57,C
5872497,-58,C
6046524,-50,0
6834187,-15,C
5868062,-16,0
5517651,-12,0
6074882,-36,0
5113582,-57,0
6326896,-25,0
6079739,-85,X
6302648,-50,C
6278897,-63,C
6647595,-17,X
6036597,-10,C
5010973,-25,X
6277687,-56,C
6591526,-16,C
5984806,-66,X
6061701,-12,0
5265027,-4,C
5732447,-77,0
5121700,-37,0
5837336,-42,0
6651450,-19,0
6154469,-6,0
6288764,-5,C
5776657,-16,C
5732088,-80,2
5565607,-34,0
6215494,-37,0
5501838,-38,C
5317812,-26,C
6091803,-46,0
6423382,-23,C
6430609,-31,C
6216016,-58,0
6530339,-54,0
6477140,-47,C
6668466,-66,X
6096415,-23,X
5016548,0,C
5105304,-24,C
6387216,-28,C
6332658,-45,X
5541776,-40,X
6689514,-41,C
5139756,-52,C
6116470,-30,C
5359588,-87,0
5279278,-35,C
6284706,-64,C
5915484,-15,C
5628373,-18,X
6524571,-20,C
6028050,-57,X
6744803,-20,C
6415187,-81,0
6299476,-28,C
5126630,-31,0
6767501,-62,0
6624572,-14,C
6063197,-37,0
6177070,-23,X
5866010,-58,X
6079063,-51,0
6668295,-9,C
6118023,-14,C
6016609,-20,0
6447794,-8,0
6471465,-25,C
5282578,-45,X
6805921,-22,0
6613794,-64,C
5135471,-35,C
5002177,-28,X
5791998,-24,C
6374248,-96,X
5776028,-3,0
6187223,-20,C
6029929,-28,C
6766192,-48,0
5139970,-12,X
5729964,-61,X
6357116,-10,C
6464885,-44,C
5365600,-28,C
5197903,-15,X
5720472,-40,C
6280709,-79,C
6234151,-63,C
6688239,-44,C
6363378,-21,X
5731282,-29,X
6209192,0,C
6508546,-76,0
5719284,-65,X
6276949,0,C
5679528,0,C
6051073,-36,C
5223400,-37,0
5753594,-27,C
6421573,-46,0
6625237,-61,C
5542361,-80,C
5061392,-13,C
5791537,-43,X
6395471,-25,0
6085151,-33,X
6587389,-33,X
6133518,-54,X
5942921,-7,0
6764007,-33,0
5427146,-14,X
5614498,-50,0
5021368,-32,C
5743922,-55,C
6530695,-7,0
6423181,-4,C
5918678,-27,C
5415925,-36,X
5907538,-6,C
5731393,0,C
5567007,-21,C
5491497,-15,0
5923975,-49,X
6763891,-38,C
6720052,-8,X
5278896,-47,C
6050804,-30,X
6070725,-13,C
5976475,0,C
6011737,-59,0
6090886,-27,X
6742483,-27,0
5929901,-20,0
6097816,-10,0
5988733,-22,0
6011367,-56,C
5514408,-16,0
6520880,-19,C
6155271,0,X
5719327,-1,C
5743138,-29,0
6040744,-19,C
6536777,-42,0
5125256,-23,C
6116788,-31,0
5090534,-7,C
6528602,-87,C
5784941,-10,C
6071320,-3,0
6058041,-29,X
5950646,-90,5
5742420,-1,X
6005676,0,X
5853054,-22,0
6130619,-35,C
6526898,-11,0
6691794,-4,0
6360922,0,0
6094596,-7,0
6547929,-60,C
5443922,-29,0
6258840,-35,C
5514179,-56,C
6518761,-27,X
6066137,-1,C
5476408,-6,C
5896685,-5,C
5409063,-48,C
5212673,-34,0
6297023,-20,C
6517691,-6,C
6526803,-32,C
5567245,-63,X
6371844,-71,X
6360393,-17,0
5884056,-6,C
6100974,-21,0
5817574,-48,C
6709176,-78,0
6217595,-12,C
5385088,0,C
6743548,-15,0
6536174,-1,X
6351723,-21,C
5791727,-27,C
6438542,-35,X
6568060,-5,C
5891326,-29,C
5738228,-16,C
6583724,-45,0
5078950,-41,C
6249142,-42,X
6606102,-3,C
6630709,-21,C
5467343,-35,C
5898287,-10,C
6333702,-13,C
6162971,-14,C
6215192,-80,X
6406043,-7,C
5976522,-54,C
5136996,-58,C
5953395,-6,C
5060012,-33,C
6161237,-79,0
5710069,-84,X
5897621,-48,0
5732081,-55,C
5871909,-27,X
6781907,-8,C
5361033,-5,0
6430096,-3,C
6058185,-16,0
6448279,-31,0
6091118,-20,C
5738779,-78,X
6736054,-14,0
6399814,-52,C
6147130,-7,C
6085337,-70,0
5868228,-3,X
6790295,-20,C
6671501,-19,C
6144064,-71,C
6432114,-52,C
6643505,-64,C
6466643,-9,C
6343778,-8,X
5902324,-27,C
6097321,-19,C
6457862,-25,X
6431477,-18,C
6809693,-57,C
5668523,-3,C
5736666,-25,C
5868148,-69,X
5937835,-7,0
6364721,-34,C
6286224,-68,C
6078406,-33,C
5547962,-65,C
5970603,-7,0
5585313,-63,C
5628398,-20,0
6116508,-57,C
6574884,-72,X
6785889,-77,C
5996666,-34,C
6704921,-86,C
5088969,-9,0
5415476,-1,C
6177376,-9,C
6302217,-21,C
6415161,-7,C
6518863,-12,C
6796327,-2,C
5947503,-39,C
6429879,-5,C
6706874,-15,X
6193541,-39,0
6060430,-4,C
6720090,-32,C
5513334,-71,C
5979468,-5,0
5898160,-39,X
5823681,-7,C
6243115,-19,C
5416745,-12,C
6518189,-5,C
6162350,-48,C
6160470,-32,C
5772612,-4,X
5399157,-69,0
6254025,-93,C
5343400,-11,C
6687747,-3,0
6021564,-50,C
5937329,-2,X
6546470,-52,C
5790619,-40,C
6406054,-2,X
5009326,-31,C
6158630,-20,C
5817320,-40,C
6719788,-39,X
5863354,-75,0
5416167,-34,X
5834098,-63,X
6661416,-29,C
6661124,-4,C
6651742,-24,C
6187081,-6,0
6168914,-2,C
6205710,-13,0
6391652,-22,C
6574108,-11,0
6601416,-18,X
5934082,-92,X
5924753,-12,X
6140050,-4,C
5690246,-48,0
6287932,-52,X
5177795,-7,C
6336325,-41,C
5708659,-50,C
5944862,-25,0
6160596,-7,0
6671133,-31,C
6093675,-23,0
5857251,-28,0
6471375,-15,C
6429031,-20,C
6400319,-18,0
6739036,-16,0
6351480,-23,C
6234441,-43,C
5046206,-6,0
6687976,-5,C
6064760,-4,X
5514835,-15,0
6658766,-28,C
6388413,-28,X
6429739,-71,X
6209560,-22,X
5208055,-78,X
6798098,-29,C
6796118,-94,0
5360934,-26,X
6280056,-8,0
6523674,-38,C
6207789,-36,C
5126768,-22,C
6220928,-43,C
6804007,-38,0
6016567,-30,C
6094534,-11,C
6351723,-48,C
5710859,-47,C
6231578,-6,X
6368577,-34,X
6026548,-7,C
6669654,-17,C
6432304,-14,C
6191304,-48,C
6525521,-20,1
5565544,-2,C
5116342,-24,C
5041945,-20,X
6527761,-2,C
6820945,-12,0
6089535,-74,0
5598841,-13,C
5156103,-58,C
5995494,-6,C
6059807,-6,0
5122009,-9,X
6009850,-47,X
6602762,-76,C
6111356,-21,C
5932299,-4,C
6348253,-20,0
6105191,-2,C
5641488,-2,C
5865990,-21,X
6549519,-75,X
5513237,-15,C
5541642,-32,0
6231320,-10,C
5243841,-12,X
6508353,-53,0
5646399,-48,X
6641404,-36,C
6019411,-35,0
5060014,-60,C
6608411,-18,X
5360436,-66,C
6723067,-40,X
6184156,-48,C
6263950,-29,C
6571710,-48,X
5678091,-13,X
5105117,-35,X
6333776,-9,0
5469569,-22,0
5580819,-6,X
5029364,-19,C
6608724,-23,X
6842854,-51,X
6005506,-36,C
6052214,-61,C
5491926,-18,C
6064302,-9,C
6464900,-49,C
5914370,-67,C
6779947,-33,0
5052988,-24,C
5968118,-37,C
6014619,-17,C
5156192,-52,C
6299741,-44,C
6011661,-47,0
6707855,-34,C
5932665,-9,C
6406652,-7,C
6827089,-5,C
6070797,-37,X
6415612,-34,C
5929829,-86,X
5468254,-9,X
5742299,-6,C
6007072,-83,C
5956326,-24,C
5143466,-21,C
6372064,-9,0
6109560,-24,0
5598710,-3,0
5939237,-1,X
6327069,-43,5
6056275,-1,C
6089595,-15,C
6457910,-22,C
6436178,-4,C
6074861,-32,C
5213284,-6,C
6105125,-71,0
5086053,-7,C
5444260,-38,C
6126323,-10,0
6380363,-45,X
5068397,-52,0
6024227,-33,C
6243653,-26,C
5776343,-21,C
6743879,-20,C
6024611,-24,0
6604063,-5,5
5836750,-37,C
6602041,-16,C
6404171,-1,C
6594384,-72,0
6107984,-50,0
6272317,-22,C
6130135,-8,C
5859806,-4,C
6120970,-57,C
6805768,-28,X
6611726,-33,C
6019592,-9,C
5574598,-1,0
6369871,-25,C
6728394,-64,C
6536270,-45,C
5807895,-33,X
6690944,-65,X
6055817,-15,C
5976954,-84,0
5236610,-62,0
6012497,-23,C
5296442,-14,1
6470013,-12,0
5918269,-23,1
6570773,-32,C
6191390,-15,C
6540557,-11,0
6078299,-18,C
5771835,-66,C
6040302,-6,0
6122767,-36,C
6057807,-89,X
6358428,-32,X
6030821,-18,C
6030629,-21,C
6547765,-10,X
6095802,-13,C
6299895,-25,C
5916299,-38,0
5947208,-9,C
6216054,-8,C
6284786,-51,0
6479371,-11,0
5818964,-8,C
6635888,-62,X
5735972,-14,C
6161644,-62,5
5685755,-14,C
5942760,-10,X
5067365,-16,C
6229700,-13,C
5815407,-4,X
5995191,-48,0
6170151,-7,0
5048572,-30,0
6151901,-72,X
5891171,-57,0
6232002,-18,0
6046332,-72,C
5807178,-6,C
5563757,-20,C
5029494,-69,C
6741868,-1,0
6428887,-67,C
6224425,-95,X
6058273,-9,C
5914376,0,0
5581119,-31,C
6374383,-11,C
6387164,-51,0
5278593,-13,C
6436262,-7,X
5139433,0,0
6343614,-30,C
5934061,-28,0
6052952,-15,X
6235211,-14,C
5937240,-15,X
5361078,-37,C
5817191,-17,C
6249283,-32,C
5576553,-10,C
6786309,-40,C
5943396,-24,X
6302843,-13,0
6474728,-43,C
5156176,-28,X
6053281,-25,C
6605459,-56,0
5436619,-91,X
5825318,-65,0
6223199,-24,X
5709514,-3,0
5178407,-38,C
6374897,-88,C
6364634,-57,C
5738383,-35,C
5517782,-16,C
6212535,-88,0
6765746,-31,X
5297341,-24,X
6097300,-7,0
6130023,-24,C
6028630,-24,C
6726132,-15,C
5289771,-17,X
6804876,-45,X
5005231,-23,C
5919278,-40,0
6558511,-23,C
6837166,-86,X
6798947,-6,C
6576660,-25,C
5002919,-7,0
5079093,-38,C
5949262,-3,0
5353231,-72,C
6800531,-13,C
5984909,-58,0
6240754,-26,X
6591437,-49,C
6324485,-59,X
6469369,-30,0
6022211,-59,0
6231001,-34,0
6029060,-42,C
5815442,-49,C
5549388,-3,0
5951004,-1,X
6089027,-84,X
6647302,-78,C
5242304,-9,C
6093567,-3,X
5824804,-21,0
6056662,-66,C
5771205,-9,X
6549009,-48,0
5843356,-7,C
5703761,-54,0
6421333,-27,X
5764872,-1,C
5680887,-11,0
5776590,-61,0
6527408,-28,0
6604325,-53,C
6126206,-25,C
6116467,-31,0
5003439,-21,C
5271224,-77,C
6024119,-33,C
5492250,-86,0
6297634,-23,0
6335969,-5,C
6086269,0,C
6203006,-33,C
5839714,-32,X
6697919,-21,C
5465476,-25,X
5811459,-15,C
6163476,-30,C
5775166,-15,C
6223237,-76,0
6282820,-19,0
6189722,-14,C
6722567,-10,X
5953800,-16,0
5939991,-38,C
6130370,-44,C
6517932,-1,C
6152651,-67,C
6687842,-5,C
6061707,-4,0
5815167,-29,C
5242430,-38,0
5970336,-39,0
5743799,-36,0
5950131,-66,X
5934586,-3,C
6211585,-32,X
6208259,-51,C
5871880,-33,0
5465380,-74,C
6309105,-46,C
5529414,-17,C
5243294,-49,0
6162029,-13,0
6360569,-37,C
5466392,-13,X
6519438,-80,C
5703612,-21,C
6521079,-32,X
6286702,-28,0
6466946,-1,C
6536304,-22,C
6231539,-60,C
6360620,-20,C
5959377,-30,C
6004756,-49,C
6368665,-85,X
5714066,-69,C
5438850,-91,X
6089176,-19,C
5817917,-74,C
5005564,-45,C
5719537,-23,C
5965180,-23,C
6061311,-9,C
5619566,-89,0
6016181,-23,X
6243527,-4,C
6530475,-12,0
6030320,-4,C
6587246,-35,C
6485397,0,X
6233135,-63,0
5100427,-27,0
6520054,-77,X
5048613,-77,0
5636439,-65,C
5336146,-1,C
5198136,-77,C
5517882,-18,C
5615999,-1,C
5999730,-51,X
6399264,-36,C
5542558,-25,0
6727508,-23,C
6518126,-34,C
6302018,-43,X
5105482,-15,C
6207239,-26,0
5690654,-9,C
5056204,-46,C
5759781,-14,C
6546256,-79,0
6815116,-27,0
5842880,-20,C
6234306,-48,C
5067836,-16,X
5937308,-16,C
5258358,-23,0
6608467,-4,C
5289746,-79,0
6792878,-66,C
5565523,-69,0
5963629,-64,X
6549911,-34,C
5844479,0,0
6461051,-39,X
5703429,-32,0
6374220,-19,C
6027945,-15,0
6396639,-24,0
6691156,-63,C
6560078,-60,C
6668327,-84,0
6284063,-18,0
5405535,-20,C
5178754,-43,C
6370071,-28,C
5897126,-55,X
5797566,-33,0
5053259,-59,X
5818279,-23,X
6137184,-61,C
5790273,-26,X
6333563,-21,C
5840935,-13,C
5117268,-12,C
6573553,-76,X
6391319,-29,X
5563870,-36,0
5017224,-11,C
6013052,-16,X
6625319,-1,C
5690814,-15,0
6322289,-27,C
6122503,-44,C
6116292,-23,C
5542072,-7,C
6160757,-6,C
5817396,-34,C
5229795,-1,0
6250954,-61,C
5905562,-72,C
6019625,-4,C
5679681,-20,C
6363110,-27,C
5518538,-16,0
5567524,-44,X
6011604,-6,C
5735693,-71,0
6792876,-8,C
6602206,-8,C
6092447,-58,0
5137142,-17,C
5883214,-46,0
5759785,-35,C
5854227,-32,C
5427635,-82,0
5915100,-19,1
6651057,-35,C
5139488,-12,0
5805735,-61,C
6431935,-6,C
6116577,-9,0
5562107,-38,X
6827626,-27,X
5814568,-2,X
5054700,-6,C
6074589,-56,C
5897125,-19,0
6216809,-28,0
5819138,-21,C
6372471,-1,0
6653892,-3,0
5004185,-17,0
6468785,-17,0
5959166,-61,C
5896389,-67,0
5565618,-8,C
6022795,-8,0
6118121,-17,X
6421287,-13,C
5937018,-50,X
6150444,-36,0
6111291,-20,5
6524286,-25,C
5933743,-19,0
6793945,-10,C
6116771,-23,C
6170010,-29,X
6635946,-14,0
5491342,-94,0
5932088,-23,C
6438674,-30,C
6543345,-30,C
5170364,-79,X
5011882,-16,C
6116080,-45,C
6141074,-22,C
6132558,-88,0
6613643,-27,C
5944424,-36,0
6047613,-2,C
5148951,-80,X
6284241,-60,0
6514105,-8,C
5743409,-23,0
6358907,-15,C
5970577,-16,C
6052725,-58,C
5819731,-87,C
6529554,-18,C
6270222,-72,C
6544663,-19,C
6394539,-51,X
6583936,-1,C
6031228,-39,X
6809600,-23,C
5609352,-73,0
6052013,-23,C
5712628,-17,X
6230068,-25,0
5399181,-22,C
6176068,-18,0
5243616,-13,C
6702208,-1,C
6396115,-15,0
5388667,-59,C
5953784,-57,X
6580409,-37,X
6772242,-11,0
6412507,-35,C
5897582,-14,X
6407592,-2,X
6621233,-41,0
5502197,-71,C
6588268,-2,C
5096970,-59,0
6758859,-71,0
5262772,-21,C
5024524,-46,0
5563711,-1,0
5113185,-56,C
5819302,-25,C
5502061,0,0
6121014,-32,C
5994689,-1,C
6321901,-22,C
6796540,-12,C
6431010,-12,C
6716630,-74,C
5945763,-15,0
5890800,-74,0
6342614,-15,C
5011523,-44,X
6303205,-94,X
5841185,-31,C
6177263,-23,0
5384998,-23,X
5988388,-11,C
5866077,-52,C
6634315,-37,C
6019240,-9,C
6029210,-8,C
6291856,-48,X
5568778,-70,C
6086804,-35,X
5002156,-8,C
6092819,-39,X
5117046,-30,C
5720329,-12,X
6646326,-6,1
5022463,-59,0
5625789,-39,0
6079732,-62,C
5841138,-23,C
6782909,-10,0
6435273,-61,X
5408973,-21,C
5444301,-56,C
6781013,-28,C
5867095,-59,0
6229626,-4,C
5762175,-21,X
5016830,-57,X
6007854,0,0
6239851,-41,C
6550650,-10,0
5010942,-13,C
6009957,-71,C
5354234,-3,0
6085228,-4,C
6190855,0,C
6560691,-56,X
5580209,-3,X
5541522,-34,C
5953058,-57,C
6280183,-4,X
6507953,-10,0
6026375,-61,C
6372122,-83,0
6233509,0,1
6339478,-62,X
5943254,-42,C
6531204,-58,0
6284076,-48,X
5469562,-2,X
6040883,-10,C
5095702,-39,C
5539043,-64,X
5924617,-6,C
6498050,-63,X
6542680,-1,C
6726264,-53,C
6388052,-32,C
6559050,-54,0
6763557,-12,0
6045490,-48,X
5282537,-6,X
5009982,-44,C
5627320,-18,C
5715826,-5,X
5555160,-71,X
6640094,-1,0
6614406,-33,C
5956848,-10,0
6582051,-44,X
6617537,-53,X
6324795,-8,X
5975810,-43,1
6513987,-7,X
6288710,-11,C
5857275,-32,0
5345239,-19,X
5535906,-8,C
6100349,-16,C
6326115,-3,C
5345222,-8,X
5636995,-20,X
5936441,-24,C
6177222,0,X
5335901,-86,X
5924774,-43,X
6025510,-1,0
5659158,-29,C
6021806,-38,0
6794044,-1,0
6550887,-17,C
5117760,-8,0
5466545,-71,C
6318685,-23,C
5005309,-24,0
5854647,-44,C
6281227,-38,C
6279146,-78,0
5537099,-85,X
6235133,-13,C
6423474,-6,C
6140783,-45,X
5036624,-49,C
6582470,-11,C
6613541,-9,X
6304716,-17,X
5514100,-32,C
5852142,-20,C
5815117,-16,X
6730394,-72,C
5056024,-82,C
6056355,-70,0
6699339,-32,C
6612589,0,C
6766003,-27,C
5170571,-45,0
5823044,-35,0
5918881,0,0
6132872,-8,C
6096934,-8,X
5468362,-29,X
5816555,-4,X
5878821,-34,C
5823299,-46,0
6809602,-53,C
6550036,-14,C
6634790,-11,C
6767205,-4,C
5932158,-7,C
5878680,-19,C
6539055,-7,C
6286129,-27,0
6834844,-11,X
6173009,-39,C
5061895,-27,C
5838016,-29,X
5852418,-62,C
6388581,-20,C
5223490,-5,C
6719679,-51,C
5584980,-80,X
6343638,-11,0
5149777,-33,C
5182940,-43,C
5937879,-4,C
5731081,-80,C
6513567,-4,C
5992858,-5,C
6582431,0,X
6278916,-23,C
5669100,-31,C
6046517,-21,0
5808341,-62,C
5500921,-17,0
6146803,-85,0
6175986,-29,C
6005754,-17,C
5307439,-36,0
6837071,-20,C
6040262,-3,C
6830700,-90,5
5645364,-11,0
5564220,-32,C
5424560,-13,0
5403262,-7,X
5444303,0,C
5121539,-65,X
6326744,-9,X
5818469,-26,0
6358931,-15,C
6312003,-21,C
5839494,0,C
5536052,-40,0
6333091,-13,C
5236997,-35,0
6817490,-14,0
6637306,-37,C
5259996,-14,X
6085908,-62,C
6099014,-81,C
6312187,-13,X
6294151,-39,0
5258349,-35,X
5003694,-23,X
5946069,-87,X
6836562,-11,X
6415595,-8,C
6047767,-7,C
6433523,-2,C
5763328,-22,X
5003315,-26,X
5980661,-35,X
5834340,-20,0
5861170,-8,C
5853620,-22,C
6466630,-12,X
5743098,-6,0
6583833,-63,0
6050182,-29,0
5854726,-65,0
6395502,-36,C
6217771,-34,C
6151953,-27,C
6241676,-41,C
6057851,-1,C
5060389,-23,C
6398975,-55,C
6051043,-9,C
5509388,-52,X
5983720,-3,C
5884552,-66,0
6610329,-53,C
5355378,-54,C
6783327,-1,0
5537010,-4,C
6734947,-32,C
6241000,-56,0
5344648,0,C
5819175,-61,C
6298501,-3,0
6139925,-1,C
5897316,-31,C
6816251,-13,C
6726646,-6,0
5772033,-4,0
6767280,-47,C
6543931,-72,X
6177522,-25,X
5804598,-81,0
6359755,-18,C
6435023,-17,C
5965193,-55,0
6559825,-41,C
6582413,-43,C
5953617,-60,0
6032495,-3,C
5925011,-2,C
6621071,-38,C
5798532,-59,0
5011316,-7,X
6758912,-32,C
5078440,-26,0
5087831,-46,X
5943423,-39,C
6109285,-7,0
5709419,-5,0
6643526,-83,0
6727688,-17,C
5619328,-23,X
6302429,-70,0
6015550,-4,0
5942860,-64,C
6375825,-41,0
5477879,-2,X
6066318,-2,C
5568267,-4,X
6574083,-27,C
5469600,-22,C
5028419,-45,0
5811837,-28,X
6777053,-7,C
5453774,-27,C
5918813,-35,C
6161387,-26,X
5345003,-38,C
6132873,-16,0
5947392,-31,0
6586863,-90,X
6150579,-37,0
6036194,-40,C
5307120,-3,X
6576958,-7,0
6478559,-67,0
6669153,-2,C
5763574,-43,C
5567280,-5,0
6765496,-70,C
6435740,-8,1
6360407,-7,X
6692695,-17,C
6205575,-79,C
5816884,-2,0
5764203,-21,C
5838687,-60,0
6803620,-3,C
6618796,-28,C
6374428,-28,0
6187026,-42,X
5791498,-16,0
5465896,-13,0
5016689,-57,0
5921675,-37,C
5037228,-15,C
6363223,-42,C
6309330,-56,C
5042228,-36,X
6299129,-8,C
5918555,-33,C
5451969,-4,C
5567140,-10,C
5358986,-15,C
6124280,-48,0
6614232,-28,X
6210507,-85,C
6753690,-80,X
6177022,-54,C
6837403,-2,0
5090546,-19,C
6024119,-13,C
6343048,-8,C
5365482,-24,C
5753740,-53,0
6284791,-8,0
5763812,-7,C
5499425,-40,C
6030463,-17,0
6010060,-19,C
5743026,-26,C
5372703,-54,C
6544548,-48,X
5858721,-67,0
6239425,-15,C
6131203,-42,C
6326696,-36,0
6263805,-14,X
6484254,-57,X
5549534,-90,0
6234303,0,X
5798238,-2,0
5938008,-30,0
6636738,-8,C
6546480,-30,0
6292740,-32,X
6804183,-22,0
5384858,-2,C
5820612,-29,X
6519762,-59,0
5467817,-10,C
6596586,-76,0
6016329,-13,C
6085543,-75,0
5479108,-4,X
5668951,-10,C
6665022,-45,C
6018830,-90,X
6241788,-5,X
6730337,-16,0
6075136,-13,C
5872241,-5,C
5537331,-16,C
6311347,-90,0
6409631,-39,C
5116439,-11,0
5818178,-79,C
6498413,-34,X
6492033,-20,5
6151884,-17,C
6152023,-22,0
6835776,-16,0
6193407,-32,0
6519908,-33,0
5761280,-10,C
5535832,-9,C
5878574,-16,X
