SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
282251,5109839,Closed,currency 1,-2885,0,-2154.0,-2363.0,,0,157500.0,0.0,0.0,0.0,Consumer credit,-510,
343015,5703712,Closed,currency 1,-372,0,-188.0,-219.0,0.0,0,64750.5,0.0,0.0,0.0,Consumer credit,-219,
412029,5205586,Active,currency 1,-2702,0,8258.0,,0.0,2,0.0,,,0.0,Credit card,-1826,0.0
283216,6253634,Closed,currency 1,-733,0,934.0,-519.0,,0,4500.0,0.0,,0.0,Credit card,-403,
427653,5467678,Closed,currency 1,-540,0,-448.0,-329.0,,0,23215.5,,,0.0,Consumer credit,-329,0.0
232116,5695822,Closed,currency 1,-1490,0,-383.0,-862.0,12985.74,0,135000.0,-47.97,342047.97,0.0,Credit card,-862,
203850,5953721,Active,currency 1,-229,0,504.0,,0.0,0,128196.0,108058.5,0.0,0.0,Consumer credit,-46,5127.84
349744,6096193,Closed,currency 1,-865,0,-823.0,-823.0,,0,86796.0,0.0,0.0,0.0,Consumer credit,-812,0.0
305414,6566711,Active,currency 1,-340,0,24.0,,,0,675000.0,124060.5,0.0,0.0,Consumer credit,-29,64098.0
300090,5197779,Active,currency 1,-971,0,882.0,,,0,544500.0,6715.035,537784.965,0.0,Credit card,-32,
243136,6343646,Closed,currency 1,-1376,0,-645.0,-645.0,,0,1800828.0,0.0,,0.0,Consumer credit,-3,
182371,6359706,Closed,currency 1,-2443,0,-1713.0,-2203.0,,0,90000.0,0.0,,0.0,Consumer credit,-2203,0.0
208913,6509006,Active,currency 1,-239,0,1587.0,,,0,355500.0,,,0.0,Consumer credit,-9,535.5
100771,6773056,Active,currency 1,-79,0,30956.0,,,0,179109.0,163647.0,0.0,0.0,Credit card,-18,
207588,6200614,Active,currency 1,-353,0,1034.0,,,0,67500.0,31405.5,0.0,0.0,Credit card,-45,
296547,6412661,Active,currency 1,-115,0,,,0.0,0,243000.0,239382.0,0.0,0.0,Credit card,-22,15210.0
429738,6824894,Active,currency 1,-282,0,83.0,,,0,55849.5,,,0.0,Consumer credit,-7,
237837,6149390,Closed,currency 1,-2848,0,-1357.0,-1385.0,37892.43,0,712008.0,0.0,0.0,0.0,Car loan,-1385,
336130,5578598,Active,currency 1,-189,0,1637.0,,,0,333000.0,322560.0,0.0,0.0,Consumer credit,-78,
328024,6078236,Active,currency 1,-498,0,27330.0,,,0,78750.0,0.0,0.0,0.0,Credit card,-461,
290974,5264926,Active,currency 1,-242,0,10716.0,,10201.5,0,225000.0,,,0.0,Credit card,-15,10597.5
428243,6547475,Closed,currency 1,-663,0,,-99.0,0.0,0,90000.0,0.0,0.0,0.0,Credit card,-97,
165046,5004633,Closed,currency 1,-925,0,,-206.0,0.0,0,0.0,0.0,0.0,0.0,Credit card,-147,
362344,6228125,Closed,currency 1,-1268,0,-1176.0,-1146.0,,0,41953.5,0.0,0.0,0.0,Consumer credit,-737,
215817,5209367,Active,currency 1,-1241,0,-147.0,,,0,135000.0,0.0,0.0,0.0,Credit card,-546,
116379,5735428,Closed,currency 1,-807,0,-476.0,-449.0,,0,80086.5,,,0.0,Consumer credit,-442,0.0
445815,6839425,Closed,currency 1,-1784,0,-1602.0,-1602.0,,0,83250.0,0.0,0.0,0.0,Consumer credit,-1490,
347531,6001707,Closed,currency 1,-1879,0,-783.0,-783.0,,0,449896.5,0.0,0.0,0.0,Consumer credit,-642,17658.0
449694,6221980,Closed,currency 1,-1417,0,-1051.0,-1051.0,6817.5,0,129852.0,,,0.0,Consumer credit,-1046,
293872,5165498,Active,currency 1,-684,0,-319.0,,,0,180000.0,0.0,0.0,0.0,Credit card,-79,
420345,5875914,Active,currency 1,-175,0,374.0,,,0,395640.0,300493.215,,0.0,Consumer credit,-6,
223519,6835102,Closed,currency 1,-2736,0,-2553.0,-2553.0,0.0,0,35887.5,,,0.0,Consumer credit,-2548,
217854,5893807,Active,currency 1,-2334,0,1318.0,,0.0,0,6300000.0,3667014.0,0.0,0.0,Mortgage,-112,
397560,6130264,Closed,currency 1,-1470,0,-374.0,-368.0,,0,170977.5,0.0,0.0,0.0,Consumer credit,-368,0.0
369528,6169054,Closed,currency 1,-752,0,-561.0,-561.0,0.0,0,231075.0,0.0,0.0,0.0,Consumer credit,-557,
117952,5653266,Closed,currency 1,-1303,0,-1118.0,-1112.0,,0,27729.0,0.0,0.0,0.0,Consumer credit,-825,
319373,5089287,Active,currency 1,-668,0,30950.0,,,0,85500.0,81365.265,4134.735,0.0,Credit card,-21,0.0
255836,6062703,Closed,currency 1,-2221,0,-2037.0,-2037.0,0.0,0,34650.0,0.0,0.0,0.0,Consumer credit,-2037,
395562,6778865,Closed,currency 1,-744,0,-566.0,-539.0,,0,141363.0,,,0.0,Consumer credit,-533,0.0
408942,6350718,Closed,currency 1,-1572,0,-476.0,-473.0,,0,285750.0,0.0,,0.0,Consumer credit,-434,
108836,6375557,Closed,currency 1,-2863,0,-2315.0,-2533.0,0.0,0,118945.305,,,0.0,Consumer credit,-609,7704.0
170541,5879208,Closed,currency 1,-335,0,-32.0,-31.0,0.0,0,283500.0,0.0,0.0,0.0,Consumer credit,-29,
289963,6375449,Closed,currency 1,-2353,0,-2018.0,-2047.0,0.0,0,118656.0,0.0,0.0,0.0,Consumer credit,-2047,7652.52
301120,6535563,Closed,currency 1,-2218,0,-1852.0,-1851.0,,0,116550.0,0.0,0.0,0.0,Consumer credit,-1743,0.0
382666,6719359,Closed,currency 1,-365,0,,-350.0,,0,9000.0,0.0,,0.0,Microloan,-350,0.0
208408,6458919,Active,currency 1,-444,0,1035.0,,,0,45000.0,0.0,0.0,0.0,Credit card,-36,
390598,5871628,Closed,currency 1,-1472,0,-1276.0,-1276.0,,0,100782.0,,,0.0,Consumer credit,-1276,
429738,6824890,Closed,currency 1,-1835,0,-1477.0,-961.0,,0,45000.0,,,0.0,Consumer credit,-958,
260221,6151903,Closed,currency 1,-1681,0,-1500.0,-1500.0,,0,48636.0,0.0,,0.0,Consumer credit,-1126,0.0
324607,5250811,Closed,currency 1,-2242,0,-1935.0,-1932.0,,0,111888.0,0.0,,0.0,Consumer credit,-1075,
377176,5916388,Closed,currency 1,-1542,0,-1176.0,-1205.0,0.0,0,65990.16,0.0,0.0,0.0,Consumer credit,-1057,
324305,5953834,Closed,currency 1,-1021,0,-446.0,-444.0,0.0,0,1008000.0,0.0,0.0,0.0,Consumer credit,-444,
449180,6279495,Active,currency 1,-209,0,,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-31,0.0
432997,5153876,Closed,currency 1,-2415,0,3063.0,-774.0,,0,2430000.0,0.0,0.0,0.0,Mortgage,-42,
347402,5258144,Closed,currency 1,-2823,0,-2639.0,-2637.0,,0,37255.5,0.0,,0.0,Consumer credit,-485,
141261,5447895,Closed,currency 1,-1761,0,-665.0,-665.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-664,
280298,6735769,Closed,currency 1,-1992,0,-1790.0,-1790.0,,0,112500.0,0.0,,0.0,Consumer credit,-1790,0.0
143960,5021191,Active,currency 1,-763,0,1063.0,,,0,675000.0,488610.0,0.0,0.0,Consumer credit,-3,0.0
196204,5718940,Closed,currency 1,-585,0,-189.0,-277.0,,0,63407.7,0.0,,0.0,Consumer credit,-275,
321051,6339577,Active,currency 1,-340,0,389.0,,,0,450000.0,285012.0,,0.0,Consumer credit,-12,22464.0
182779,5865082,Closed,currency 1,-1304,0,-1001.0,-1001.0,,0,32220.0,0.0,0.0,0.0,Consumer credit,-996,
378924,5953533,Closed,currency 1,-513,0,,-232.0,0.0,0,111606.57,0.0,0.0,0.0,Credit card,-232,
135438,6711015,Closed,currency 1,-591,0,-401.0,-401.0,,0,42889.5,0.0,,0.0,Consumer credit,-381,
171087,5716686,Active,currency 1,-1276,0,-554.0,,0.0,0,4500.0,-93.285,93.285,0.0,Credit card,-608,
239357,6438237,Closed,currency 1,-342,0,-311.0,-315.0,,0,9000.0,0.0,0.0,0.0,Consumer credit,-281,0.0
131091,5720475,Active,currency 1,-526,0,30887.0,,,0,450000.0,0.0,0.0,0.0,Credit card,-37,0.0
241824,5233703,Closed,currency 1,-992,0,-260.0,-900.0,,0,142902.0,0.0,0.0,0.0,Consumer credit,-900,
148868,6210246,Closed,currency 1,-1578,0,-1214.0,-1103.0,,0,148846.5,,,0.0,Consumer credit,-1100,
190844,5953276,Closed,currency 1,-2876,0,-1780.0,-2001.0,,0,913500.0,0.0,,0.0,Consumer credit,-2001,0.0
344296,6732920,Active,currency 1,-246,0,503.0,,,0,315000.0,313965.0,0.0,0.0,Credit card,-2,19444.5
210630,6688044,Closed,currency 1,-1773,0,-1651.0,-1650.0,,0,23400.0,0.0,0.0,0.0,Consumer credit,-1639,0.0
249725,6702814,Active,currency 1,-226,0,128.0,,4037.04,0,49995.0,23994.0,0.0,0.0,Consumer credit,-8,4166.235
122812,5845205,Active,currency 1,-230,0,873.0,,,0,0.0,0.0,0.0,0.0,Credit card,-19,
336155,5659035,Active,currency 1,-892,0,10049.0,,0.0,0,450000.0,,,0.0,Credit card,-6,4122.0
168175,6065643,Closed,currency 1,-677,0,-97.0,-157.0,,0,40360.185,0.0,,0.0,Consumer credit,-153,
307822,6328609,Closed,currency 1,-2518,0,-2334.0,-2314.0,,0,76554.0,0.0,0.0,0.0,Consumer credit,-765,
300293,5229800,Closed,currency 1,-1409,0,-1042.0,-1032.0,,0,232335.0,0.0,0.0,0.0,Consumer credit,-997,0.0
363485,6675940,Closed,currency 1,-1884,0,-1701.0,-975.0,,0,201870.0,,,0.0,Consumer credit,-972,
282715,6028863,Active,currency 1,-906,0,667.0,,,0,0.0,0.0,0.0,0.0,Credit card,-32,
345143,6278763,Closed,currency 1,-2507,0,-2143.0,-2143.0,0.0,0,93510.0,0.0,0.0,0.0,Consumer credit,-2143,
241536,5963246,Active,currency 1,-1309,0,,,0.0,0,562500.0,508590.0,0.0,0.0,Credit card,-23,56250.0
388258,6558672,Active,currency 1,-1565,0,249.0,,,0,247500.0,37125.0,0.0,0.0,Consumer credit,-4,4567.5
307271,5765695,Active,currency 1,-28,0,,,,0,13500.0,0.0,,0.0,Microloan,-8,13500.0
173744,6302396,Closed,currency 1,-524,0,1302.0,-455.0,,0,261000.0,0.0,0.0,0.0,Consumer credit,-427,0.0
340717,5951389,Closed,currency 1,-512,0,-204.0,-204.0,,0,273996.0,0.0,,0.0,Consumer credit,-181,0.0
207325,5441942,Active,currency 1,-545,0,185.0,,,0,867748.5,291199.5,0.0,0.0,Consumer credit,-15,
235293,5146785,Closed,currency 1,-1186,0,-882.0,-878.0,,0,59175.0,0.0,0.0,0.0,Consumer credit,-878,
405811,5963518,Closed,currency 1,-1603,0,-1419.0,-1446.0,,0,39510.0,0.0,,0.0,Consumer credit,-1336,0.0
344660,6056368,Active,currency 1,-483,0,307.0,,0.0,0,4500000.0,,,0.0,Consumer credit,-29,128673.0
218239,5184995,Closed,currency 1,-2282,0,-1916.0,-1916.0,0.0,0,49383.0,0.0,0.0,0.0,Consumer credit,-1916,
126818,5681877,Closed,currency 1,-957,0,869.0,-142.0,,0,514341.0,0.0,0.0,0.0,Consumer credit,-132,0.0
343340,5505358,Closed,currency 1,-2590,0,-2193.0,-2201.0,9855.0,0,97793.28,0.0,0.0,0.0,Consumer credit,-2192,
166916,6571516,Active,currency 1,-2490,0,733.0,,,0,2700000.0,763483.5,0.0,0.0,Mortgage,-135,33606.0
308932,6690588,Active,currency 1,-1257,0,1671.0,,,0,4050000.0,2667159.0,0.0,0.0,Mortgage,-33,19987.515
325773,6672445,Closed,currency 1,-1170,0,-439.0,-565.0,17730.54,0,450000.0,0.0,0.0,0.0,Consumer credit,-375,
399831,5013713,Closed,currency 1,-1905,0,-1540.0,-1588.0,,0,99000.0,0.0,0.0,0.0,Consumer credit,-548,
122808,5547770,Closed,currency 1,-310,0,-94.0,-94.0,3129.795,0,45000.0,0.0,45000.0,0.0,Credit card,-94,
163288,5819447,Closed,currency 1,-1122,0,-1004.0,-1004.0,0.0,0,50448.42,0.0,0.0,0.0,Consumer credit,-1004,
223524,5952786,Active,currency 1,-781,0,540.0,,,0,450000.0,0.0,0.0,0.0,Credit card,-89,
321319,5722251,Closed,currency 1,-1887,0,-791.0,-1247.0,,0,831415.5,0.0,0.0,0.0,Consumer credit,-986,
449986,6695925,Closed,currency 1,-1344,0,483.0,-1028.0,0.0,0,1575000.0,,,0.0,Consumer credit,-768,
159555,6096835,Closed,currency 1,-670,0,-396.0,-396.0,0.0,0,119475.0,0.0,0.0,0.0,Consumer credit,-390,
168634,6117282,Active,currency 1,-459,0,645.0,,,0,3190905.0,2115279.0,,0.0,Car loan,-5,110407.5
205258,6287314,Active,currency 1,-313,0,957.0,,,0,270000.0,0.0,0.0,0.0,Credit card,-159,
323568,6443043,Closed,currency 1,-1036,0,-518.0,-547.0,,0,131976.0,0.0,,0.0,Consumer credit,-545,
219476,5382092,Closed,currency 1,-1340,0,-627.0,-620.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-262,
404661,5260491,Closed,currency 1,-1941,0,-1759.0,-1766.0,,0,80604.0,0.0,0.0,0.0,Consumer credit,-1607,
389640,6210137,Closed,currency 1,-2815,0,-2266.0,-2373.0,,0,315000.0,0.0,0.0,0.0,Consumer credit,-1488,110205.0
429693,5968361,Closed,currency 1,-1929,0,,-927.0,2648.25,0,98550.0,0.0,0.0,0.0,Credit card,-208,
435490,6631901,Closed,currency 1,-1142,0,696.0,-106.0,,0,0.0,0.0,,0.0,Credit card,-100,
400863,6093494,Active,currency 1,-94,0,61.0,,,0,180000.0,95062.5,0.0,0.0,Credit card,-26,0.0
371837,6004588,Closed,currency 1,-1557,0,-1402.0,-1401.0,,0,20209.5,0.0,,0.0,Consumer credit,-1401,0.0
208144,6326995,Closed,currency 1,-880,0,-668.0,-668.0,0.0,0,97784.19,0.0,0.0,0.0,Consumer credit,-663,
417625,5492417,Closed,currency 1,-976,0,-793.0,-793.0,0.0,0,26955.0,0.0,0.0,0.0,Consumer credit,-787,
176494,6771783,Closed,currency 1,-1367,0,-920.0,-919.0,,0,270000.0,0.0,,0.0,Credit card,-914,0.0
347790,6119732,Closed,currency 1,-2116,0,-1812.0,-1842.0,,0,29700.0,0.0,0.0,0.0,Consumer credit,-1536,
344993,5763219,Active,currency 1,-552,0,3100.0,,,0,45000.0,25762.5,0.0,0.0,Credit card,-6,
387971,6816486,Active,currency 1,-1107,0,719.0,,,0,735750.0,643149.0,0.0,0.0,Consumer credit,-728,0.0
323557,5005182,Active,currency 1,-180,0,124.0,,,0,26955.0,15318.81,,0.0,Consumer credit,-14,
453403,6580242,Closed,currency 1,-1674,0,-1126.0,-1154.0,,0,215194.905,0.0,,0.0,Consumer credit,-111,
302905,6096931,Active,currency 1,-583,0,,,,0,180000.0,,,0.0,Credit card,-146,0.0
177030,5812826,Closed,currency 1,-793,0,-428.0,-670.0,,0,99000.0,0.0,0.0,0.0,Consumer credit,-667,0.0
420208,5857323,Closed,currency 1,-1775,0,-1040.0,-1039.0,,0,193612.5,0.0,0.0,0.0,Consumer credit,-1023,0.0
191735,6085854,Closed,currency 1,-1650,0,-1346.0,-1193.0,,0,70312.5,,,0.0,Consumer credit,-1190,0.0
198669,5632403,Closed,currency 1,-2118,0,-1814.0,-2057.0,0.0,0,35079.66,0.0,0.0,0.0,Consumer credit,-2057,
167631,5212943,Closed,currency 1,-1665,0,-1483.0,-1483.0,0.0,0,36774.72,0.0,0.0,0.0,Consumer credit,-841,
382031,5284134,Closed,currency 1,-2209,0,-399.0,-399.0,,0,1350000.0,0.0,0.0,0.0,Consumer credit,-394,
344215,6464141,Active,currency 1,-465,0,82.0,,,0,280516.5,56565.0,,0.0,Consumer credit,-4,7164.765
125395,6228344,Closed,currency 1,-2100,0,-1888.0,-1916.0,0.0,0,143013.24,0.0,0.0,0.0,Consumer credit,-1916,
358990,5120635,Closed,currency 1,-294,0,-278.0,-282.0,,0,13500.0,0.0,0.0,0.0,Consumer credit,-235,0.0
147791,5018244,Active,currency 1,-368,0,1458.0,,,0,760500.0,673713.0,0.0,0.0,Consumer credit,-31,20619.0
247539,6737142,Closed,currency 1,-598,0,-294.0,-294.0,0.0,0,82771.875,0.0,0.0,0.0,Consumer credit,-291,
322226,5120150,Closed,currency 1,-1388,0,-1373.0,-1378.0,,0,22500.0,0.0,,0.0,Consumer credit,-1375,0.0
378335,6364370,Closed,currency 1,-2718,0,-2382.0,-2685.0,,0,57924.0,0.0,,0.0,Consumer credit,-891,
325119,5071593,Closed,currency 1,-1483,0,343.0,-649.0,,0,94500.0,0.0,0.0,0.0,Consumer credit,-144,
436719,5186400,Closed,currency 1,-1740,0,-1530.0,-932.0,,0,32197.5,,,0.0,Consumer credit,-929,
316048,5123789,Closed,currency 1,-745,0,-563.0,-563.0,0.0,0,75595.5,0.0,0.0,0.0,Consumer credit,-563,
367392,6250375,Closed,currency 1,-2099,0,,-554.0,0.0,0,13500.0,0.0,0.0,0.0,Credit card,-463,
343423,6523190,Active,currency 1,-222,0,966.0,,,0,234000.0,203314.5,0.0,0.0,Consumer credit,-6,8514.0
185285,5568092,Closed,currency 1,-567,0,-171.0,-200.0,,0,91287.0,0.0,,0.0,Consumer credit,-198,
208331,5897988,Active,currency 1,-343,0,1483.0,,0.0,0,951300.0,,,0.0,Consumer credit,-37,15075.0
219613,5924418,Closed,currency 1,-1664,0,-1512.0,-1512.0,0.0,0,265909.095,0.0,0.0,0.0,Consumer credit,-1512,
409514,6647492,Active,currency 1,-416,0,194.0,,0.0,0,161951.67,65691.0,0.0,0.0,Consumer credit,-18,8095.5
314602,6366793,Closed,currency 1,-971,0,9986.0,-460.0,0.0,0,63000.0,,,0.0,Credit card,-460,
445431,5308300,Closed,currency 1,-1428,0,-1062.0,-1054.0,,0,25137.0,0.0,0.0,0.0,Consumer credit,-706,
124373,5656155,Active,currency 1,-486,0,1340.0,,,0,76500.0,65335.5,0.0,0.0,Consumer credit,-8,
357538,6720871,Active,currency 1,-90,0,1006.0,,,0,548010.0,,,0.0,Consumer credit,-24,
296395,5049408,Closed,currency 1,-2396,0,-2090.0,-2090.0,0.0,0,202500.0,0.0,0.0,0.0,Consumer credit,-2087,
103580,6679153,Closed,currency 1,-403,0,-253.0,-252.0,,0,225000.0,0.0,0.0,0.0,Credit card,-250,
409953,6016379,Closed,currency 1,-1810,0,-1657.0,-1657.0,0.0,0,45663.75,0.0,0.0,0.0,Consumer credit,-1654,
413635,5229731,Closed,currency 1,-559,0,185.0,-241.0,,0,112500.0,,,0.0,Credit card,-230,0.0
233017,6583499,Closed,currency 1,-708,0,-311.0,-311.0,0.0,0,109305.0,0.0,0.0,0.0,Consumer credit,-305,0.0
215332,6303502,Active,currency 1,-939,0,125.0,,,0,234000.0,48546.0,0.0,0.0,Credit card,-9,
107940,6101307,Closed,currency 1,-1623,0,-1258.0,-1286.0,,0,76500.0,0.0,0.0,0.0,Consumer credit,-871,
450404,6689175,Active,currency 1,-858,0,10099.0,,882.0,0,319500.0,,,0.0,Credit card,-20,
292043,6736252,Closed,currency 1,-1652,0,-1348.0,-1204.0,,0,113148.0,,,0.0,Consumer credit,-1201,0.0
365946,6026086,Active,currency 1,-153,0,246.0,,,0,122400.0,88942.5,0.0,0.0,Consumer credit,-29,0.0
263576,6356141,Closed,currency 1,-1002,0,,-512.0,0.0,0,306000.0,0.0,0.0,0.0,Credit card,-507,
261294,5935921,Active,currency 1,-100,0,203.0,,,0,34717.5,23557.5,,0.0,Consumer credit,-7,3816.0
109310,5411733,Closed,currency 1,-2790,0,-964.0,-1124.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-702,
261622,5260893,Active,currency 1,-665,0,1161.0,,,0,1471500.0,1124599.5,0.0,0.0,Consumer credit,-18,
327321,5558808,Active,currency 1,-1319,0,142.0,,,0,1350000.0,267345.0,0.0,0.0,Consumer credit,-44,
198899,5897019,Closed,currency 1,-1343,0,484.0,-1109.0,0.0,0,450000.0,,,0.0,Consumer credit,-1109,
264043,5818064,Active,currency 1,-1673,0,154.0,,23579.91,0,1350000.0,203760.0,0.0,0.0,Consumer credit,-27,22131.135
356413,6150500,Closed,currency 1,-477,0,-447.0,-447.0,,0,9000.0,0.0,,0.0,Consumer credit,-444,0.0
299723,6296418,Active,currency 1,-514,0,217.0,,0.0,0,132093.0,56524.5,0.0,0.0,Consumer credit,-15,
337449,6708463,Active,currency 1,-54,0,677.0,,,0,463500.0,425961.0,0.0,0.0,Consumer credit,-19,46993.5
179280,5230107,Closed,currency 1,-2097,0,-636.0,-1732.0,,0,675000.0,0.0,,0.0,Car loan,-1732,0.0
122464,6266115,Closed,currency 1,-1141,0,-594.0,-591.0,10652.13,0,168750.0,0.0,0.0,0.0,Consumer credit,-585,
193418,6017247,Active,currency 1,-446,0,,,,0,2250000.0,1932196.5,,0.0,Consumer credit,-127,
336306,5335714,Closed,currency 1,-2852,0,-1756.0,-1718.0,0.0,0,225000.0,,,0.0,Consumer credit,-1718,
322786,5719854,Closed,currency 1,-900,0,-599.0,-599.0,0.0,0,710527.5,0.0,0.0,0.0,Consumer credit,-599,
303226,5147812,Closed,currency 1,-770,0,,-299.0,,0,4500.0,,,0.0,Consumer credit,-299,
361148,6031271,Closed,currency 1,-593,0,-228.0,-563.0,0.0,0,76500.0,0.0,0.0,0.0,Consumer credit,-562,
117395,6414521,Closed,currency 1,-1187,0,-821.0,-812.0,,0,20556.0,0.0,,0.0,Consumer credit,-812,
115040,5529466,Closed,currency 1,-237,0,-145.0,-210.0,,0,4500.0,,,0.0,Consumer credit,-190,
407303,5513884,Active,currency 1,-2255,0,8704.0,,4774.5,0,113157.0,,,0.0,Credit card,-32,5413.5
106128,5417615,Closed,currency 1,-2699,0,-2362.0,-2393.0,0.0,0,62446.5,0.0,0.0,0.0,Consumer credit,-2393,
166641,5819062,Active,currency 1,-804,0,-74.0,,,0,117000.0,109260.0,0.0,0.0,Consumer credit,-700,6196.5
374916,6061798,Closed,currency 1,-1023,0,-291.0,-291.0,0.0,0,102997.8,0.0,0.0,0.0,Consumer credit,-285,
323025,6061756,Active,currency 1,-463,0,633.0,,0.0,0,450000.0,299416.5,0.0,0.0,Consumer credit,-36,12500.01
350065,5182327,Active,currency 1,-164,0,17.0,,0.0,0,122283.0,20796.435,0.0,0.0,Consumer credit,-9,
152509,6425512,Closed,currency 1,-2587,0,-2335.0,-2335.0,,0,163269.0,0.0,,0.0,Credit card,-154,10210.5
191042,5897789,Active,currency 1,-34,0,1062.0,,,0,494505.0,665676.0,0.0,0.0,Consumer credit,-3,19021.5
302797,5961371,Closed,currency 1,-600,0,-235.0,-262.0,,0,167367.33,0.0,,0.0,Consumer credit,-231,
403837,6526492,Closed,currency 1,-2644,0,-2431.0,-2460.0,,0,19652.49,0.0,,0.0,Consumer credit,-880,
326311,6295394,Active,currency 1,-362,0,1464.0,,,0,108000.0,97929.0,0.0,0.0,Consumer credit,-31,
376682,5909074,Active,currency 1,-224,0,1079.0,,,0,382500.0,0.0,0.0,0.0,Credit card,-5,
244168,6183062,Closed,currency 1,-1818,0,-1545.0,-1571.0,,0,55117.215,0.0,,0.0,Consumer credit,-918,
158251,6700457,Active,currency 1,-197,0,899.0,,,0,188460.0,164209.5,0.0,0.0,Consumer credit,-9,
448909,6249246,Active,currency 1,-102,0,79.0,,,0,11250.0,7524.0,0.0,0.0,Consumer credit,-41,2079.0
250400,6811664,Closed,currency 1,-1498,0,328.0,-806.0,,0,2002500.0,0.0,,0.0,Car loan,-806,
231373,6137842,Closed,currency 1,-2741,0,-2375.0,-2652.0,,0,71365.5,0.0,0.0,0.0,Consumer credit,-819,0.0
243873,5719606,Closed,currency 1,-2686,0,-2504.0,-2203.0,4594.5,0,28107.0,,,0.0,Consumer credit,-2201,
419485,5492922,Closed,currency 1,-1337,0,-241.0,-673.0,,0,584640.0,557298.0,,0.0,Consumer credit,-673,0.0
338381,6206651,Active,currency 1,-1696,0,-600.0,,,0,405000.0,0.0,0.0,0.0,Credit card,-28,
389947,5614828,Active,currency 1,-554,0,545.0,,,0,135000.0,132336.0,0.0,0.0,Credit card,-1,0.0
344283,5903581,Active,currency 1,-218,0,,,0.0,0,179640.09,16650.0,162988.2,0.0,Credit card,-32,17964.0
379524,5617694,Closed,currency 1,-1510,0,-1266.0,-1251.0,,0,39933.0,0.0,0.0,0.0,Consumer credit,-789,
222292,6408124,Active,currency 1,-781,0,,,225.0,0,0.0,0.0,0.0,0.0,Credit card,-301,
404814,6053892,Active,currency 1,-332,0,972.0,,,0,135000.0,0.0,0.0,0.0,Credit card,-144,15696.0
201256,5961259,Closed,currency 1,-1215,0,-1126.0,-1068.0,,0,113422.5,,,0.0,Consumer credit,-1065,0.0
325157,6284566,Closed,currency 1,-1491,0,-763.0,-331.0,,0,0.0,0.0,,0.0,Credit card,-148,
317063,6119364,Closed,currency 1,-2607,0,-2057.0,-2302.0,,0,180000.0,0.0,0.0,0.0,Consumer credit,-472,
156234,5562820,Closed,currency 1,-364,0,-364.0,-364.0,,0,270000.0,0.0,,0.0,Consumer credit,-364,0.0
406046,5492266,Active,currency 1,-818,0,278.0,,,0,135000.0,0.0,0.0,0.0,Credit card,-135,0.0
181157,6407251,Closed,currency 1,-2779,0,-2608.0,-2534.0,,0,11241.0,,,0.0,Consumer credit,-2534,0.0
237540,5761796,Active,currency 1,-1310,0,9650.0,,13576.5,0,265500.0,,,0.0,Credit card,-38,
392317,6817205,Closed,currency 1,-2344,0,-1979.0,-1979.0,,0,119340.0,0.0,0.0,0.0,Consumer credit,-1762,0.0
416675,6011977,Closed,currency 1,-2617,0,-791.0,-1743.0,,0,342360.0,0.0,,0.0,Consumer credit,-1741,8694.0
351916,6810133,Closed,currency 1,-674,0,-309.0,-309.0,0.0,0,171000.0,0.0,0.0,0.0,Consumer credit,-309,
182817,5471270,Closed,currency 1,-1057,0,-842.0,-871.0,,0,77490.0,0.0,0.0,0.0,Consumer credit,-842,11736.0
263844,5990048,Active,currency 1,-427,0,303.0,,,0,135000.0,70209.0,0.0,0.0,Consumer credit,-20,
226691,6432271,Closed,currency 1,-1334,0,-786.0,-966.0,,0,675000.0,0.0,0.0,0.0,Consumer credit,-825,42349.5
338293,6019372,Closed,currency 1,-801,0,-594.0,-594.0,0.0,0,90000.0,0.0,90000.0,0.0,Credit card,-594,
286054,5442610,Active,currency 1,-51,0,132.0,,,0,71442.0,0.0,,0.0,Consumer credit,-3,
292966,5968501,Closed,currency 1,-493,0,-419.0,-419.0,0.0,0,49446.0,0.0,0.0,0.0,Consumer credit,-418,
133253,6176481,Active,currency 1,-671,0,1153.0,,0.0,0,403200.0,302647.905,0.0,0.0,Consumer credit,-8,6719.985
310659,6719547,Active,currency 1,-351,0,1486.0,,0.0,0,756000.0,680706.0,0.0,0.0,Consumer credit,-26,12393.45
322343,5822070,Active,currency 1,-351,0,1475.0,,0.0,0,710526.33,622947.195,0.0,0.0,Consumer credit,-24,
427676,5615045,Active,currency 1,-1135,0,691.0,,135.0,0,1887300.0,,,0.0,Consumer credit,-37,47511.0
412480,6741722,Closed,currency 1,-852,0,-578.0,-668.0,,0,112513.5,0.0,,0.0,Consumer credit,-666,
401932,6775544,Closed,currency 1,-542,0,-359.0,-359.0,,0,105174.0,0.0,0.0,0.0,Consumer credit,-268,0.0
