SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT
1865686,291129,1.0,17,-9.0,-19.0,32308.335,32308.335
2366419,315489,0.0,29,-2358.0,-2358.0,225.0,225.0
2022590,423121,1.0,5,-778.0,-779.0,15943.5,15943.5
1818566,317161,0.0,93,-527.0,-527.0,17.595,17.595
1227414,348074,0.0,8,-344.0,-344.0,758.7,758.7
1519100,321396,1.0,13,-132.0,-173.0,8104.095,8104.095
1455500,122921,1.0,4,-1182.0,-1197.0,52758.225,52758.225
1824848,450641,1.0,6,-776.0,-801.0,2736.81,2736.81
2608925,304779,1.0,15,-616.0,-687.0,5580.855,5580.855
1793108,321908,4.0,2,-682.0,-687.0,101515.05,116550.0
1944638,147056,1.0,6,-108.0,-119.0,23200.875,23200.875
2239413,235076,0.0,71,-1361.0,-1361.0,250.965,250.965
1767141,108987,1.0,6,-2746.0,-2746.0,6866.28,6866.28
1952077,196486,1.0,2,-2685.0,-2677.0,9127.35,9124.65
2522577,173477,1.0,5,-1418.0,-1429.0,3298.05,3298.05
2028974,235500,0.0,6,-401.0,-401.0,2583.765,2583.765
2835150,357481,1.0,1,-1237.0,-1246.0,14368.725,14368.725
2004230,339038,1.0,1,-1975.0,-1982.0,11241.225,11241.225
2247790,352066,1.0,4,-959.0,-956.0,4106.97,4070.88
1337308,308808,0.0,6,-1913.0,-1930.0,6750.0,6750.0
2167328,106358,0.0,3,-135.0,-154.0,4840.02,4840.02
2641889,115341,1.0,24,-379.0,-406.0,18825.255,18825.255
2640745,170310,1.0,2,-2540.0,-2559.0,5151.735,5151.735
1523455,330335,1.0,4,-776.0,-802.0,4635.99,4635.99
1536836,435024,0.0,45,-552.0,-552.0,636.12,636.12
1310355,436381,0.0,28,-1516.0,-1516.0,68.085,68.085
2472045,104273,1.0,8,-255.0,-245.0,36927.045,34813.71
1423855,143528,0.0,24,-2750.0,-2771.0,6750.0,6750.0
1959374,156402,0.0,82,-1523.0,-1523.0,1125.0,1125.0
2272169,268338,1.0,21,-349.0,-363.0,6978.42,6978.42
2040028,219022,0.0,35,-609.0,-609.0,17.595,17.595
2403568,423087,0.0,1,-981.0,-999.0,2250.0,2250.0
2816880,430533,1.0,2,-2264.0,-2276.0,6191.28,6191.28
1515643,254200,0.0,32,-63.0,-63.0,270.0,270.0
1399012,436447,1.0,1,-2086.0,-2091.0,36180.225,36180.225
2137354,111652,0.0,107,-1041.0,-1041.0,1125.0,1125.0
1085579,129241,1.0,4,-117.0,-119.0,26473.05,26473.05
2795200,317322,1.0,3,-2400.0,-2404.0,13251.015,13251.015
2823342,308779,1.0,5,-656.0,-668.0,22877.01,15441.615
2609933,349288,0.0,7,-2462.0,-2469.0,4500.0,4500.0
1409351,264254,1.0,6,-719.0,-752.0,13897.215,13897.215
2578476,350374,1.0,1,-411.0,-433.0,3912.03,3912.03
1024187,124887,1.0,5,-194.0,-205.0,47819.925,47819.925
2754666,179164,1.0,17,-1624.0,-1640.0,7753.815,7753.815
1211623,169186,1.0,1,-1260.0,-1276.0,18933.39,18933.39
2597766,288728,1.0,5,-921.0,-929.0,8778.42,8778.42
2121184,199661,0.0,141,-993.0,-998.0,10800.0,10800.0
1056543,223741,3.0,12,-927.0,-955.0,209548.125,248752.485
1760825,403140,1.0,1,-1667.0,-1688.0,5443.425,5443.425
1340226,442151,1.0,2,-981.0,-986.0,28311.39,28311.39
2052944,298210,0.0,87,-208.0,-208.0,2250.0,2250.0
2475951,168823,0.0,60,-582.0,-582.0,2535.03,2535.03
1108849,356527,1.0,8,-2900.0,-2900.0,4844.25,4844.25
2356878,139304,1.0,4,-1034.0,-1112.0,19904.31,19904.31
2388673,286814,1.0,13,-263.0,-286.0,4766.4,4766.4
2226627,265178,1.0,2,-553.0,-566.0,12575.7,12575.7
1949416,333433,0.0,70,-1391.0,-1396.0,5625.0,5625.0
1351328,156556,1.0,5,-568.0,-577.0,5471.55,2733.12
1981197,411429,0.0,10,-1035.0,-1034.0,8360.685,8360.685
1102536,186898,1.0,7,-286.0,-298.0,6699.465,6699.465
1007455,434727,1.0,22,-1256.0,-1280.0,11120.715,1508.04
1571288,193160,1.0,2,-72.0,-77.0,8506.53,8506.53
1625002,402347,0.0,20,-2374.0,-2386.0,7875.0,7875.0
2595547,251717,1.0,12,-2025.0,-2019.0,4069.575,4069.575
1986010,214010,1.0,9,-1709.0,-1717.0,17902.26,17902.26
1065283,262684,1.0,2,-2858.0,-2882.0,2375.775,2375.775
2662384,315903,1.0,15,-22.0,-26.0,8835.435,18157.5
2791244,338040,1.0,1,-129.0,-159.0,7157.295,7157.295
2107521,105176,0.0,20,-117.0,-117.0,9.45,9.45
2118663,183732,0.0,23,-1921.0,-1921.0,2250.0,2250.0
1953576,252694,1.0,7,-1734.0,-1757.0,2448.855,2448.855
1129516,235964,1.0,4,-2413.0,-2423.0,1752.84,1752.84
2552605,275141,1.0,2,-169.0,-213.0,5243.985,5243.985
1258619,366365,1.0,9,-695.0,-704.0,50026.005,50026.005
2329480,176820,0.0,102,-329.0,-329.0,930.015,930.015
1118414,240910,0.0,19,-261.0,-261.0,9000.0,9000.0
1409313,178343,0.0,20,-2396.0,-2400.0,4500.0,4500.0
1668150,349196,1.0,10,-403.0,-400.0,8901.585,8419.23
2783557,340138,1.0,5,-2843.0,-2868.0,5418.9,5418.45
2030558,168403,1.0,18,-1934.0,-1935.0,10924.065,10923.93
1598482,260696,1.0,9,-2676.0,-2646.0,3397.095,2047.095
1395271,387913,0.0,18,-392.0,-392.0,719.1,719.1
2260867,417083,1.0,13,-614.0,-627.0,16075.08,16075.08
1025903,380776,17.0,16,-11.0,-29.0,17092.575,45000.0
1535248,260257,0.0,3,-250.0,-254.0,19257.75,19257.75
1205363,351834,1.0,1,-851.0,-867.0,49461.21,49461.21
1029247,186679,1.0,2,-1008.0,-1013.0,58969.53,58969.53
2843438,131509,1.0,5,-2581.0,-2589.0,6656.355,6656.355
2270114,161909,1.0,9,-1578.0,-1596.0,3799.44,3799.26
2362493,236143,1.0,1,-2684.0,-2712.0,5049.135,5049.135
2678476,336216,1.0,2,-289.0,-344.0,4365.225,4365.225
1220349,370711,5.0,5,-358.0,-369.0,32835.6,32835.6
1891271,134223,1.0,3,-893.0,-894.0,25438.815,25438.815
2474454,335014,1.0,1,-353.0,-363.0,17917.335,17917.335
1293344,342185,1.0,6,-1784.0,-1790.0,22140.135,22140.135
2045730,356190,1.0,1,-2706.0,-2706.0,2072.745,2072.745
1043073,429740,1.0,5,-1406.0,-1414.0,10239.39,10239.39
2452719,354761,1.0,1,-980.0,-992.0,22609.71,22609.71
1204577,425906,0.0,5,-951.0,-951.0,9000.0,9000.0
1614792,201554,2.0,2,-698.0,-714.0,71737.245,71737.245
1850119,383170,0.0,144,-297.0,-309.0,6750.0,6750.0
2833455,113109,0.0,94,-777.0,-777.0,272.97,272.97
1950067,293295,1.0,5,-1725.0,-1743.0,3201.84,3201.84
2711898,298456,1.0,15,-475.0,-474.0,54520.2,54520.2
1660355,112988,1.0,18,-1051.0,-1054.0,16294.5,16294.5
1314296,380139,0.0,6,-2671.0,-2671.0,1125.0,1125.0
2340492,140049,1.0,16,-634.0,-661.0,29621.88,508.725
2640950,253317,0.0,31,-1807.0,-1807.0,450.0,450.0
2776833,290802,0.0,8,-105.0,-105.0,253.125,253.125
1643017,196897,1.0,3,-308.0,-315.0,5766.57,5766.57
1544779,226365,0.0,59,-830.0,-830.0,704.835,704.835
1739118,281290,1.0,6,-2834.0,-2834.0,4409.685,4409.685
1490393,132096,1.0,2,-2787.0,-2810.0,5881.725,5881.725
2807682,164786,1.0,2,-1046.0,-1056.0,8921.565,8921.565
1227552,299906,0.0,18,-288.0,-307.0,2250.0,2250.0
2015341,112835,1.0,4,-337.0,-365.0,10075.995,10075.995
2594001,144087,0.0,35,-345.0,-345.0,5408.64,5408.64
2769755,196930,0.0,111,-136.0,-136.0,280.305,280.305
2469610,370027,0.0,3,-2617.0,-2637.0,6750.0,6750.0
1134600,279086,1.0,7,-2659.0,-2671.0,963.36,963.36
2399163,412775,1.0,1,-2274.0,-2291.0,4323.51,4323.51
2651997,355732,0.0,24,-495.0,-504.0,2250.0,2250.0
2085304,309612,1.0,4,-1731.0,-1737.0,17755.2,17755.2
1370232,398280,2.0,12,-1539.0,-1552.0,12734.19,12734.19
1641543,200523,0.0,88,-399.0,-399.0,243.675,243.675
2834213,205909,0.0,121,-1536.0,-1522.0,8100.0,1800.0
2372612,442920,1.0,10,-2144.0,-2149.0,12899.25,12899.25
2714206,350971,1.0,28,-150.0,-152.0,44555.085,44555.085
1374789,110652,1.0,4,-675.0,-663.0,47041.335,47041.335
1438930,150601,1.0,3,-2122.0,-2128.0,16274.79,16274.79
2430300,407694,0.0,157,-730.0,-733.0,10800.0,10800.0
2357834,100416,1.0,9,-737.0,-738.0,20411.685,20411.685
2605807,101789,0.0,38,-2757.0,-2757.0,8.1,8.1
1899670,249332,0.0,84,-980.0,-980.0,2.16,2.16
2524266,386931,0.0,63,-248.0,-273.0,2250.0,2250.0
1365404,438995,1.0,13,-1364.0,-1411.0,5695.38,5695.38
1590993,208925,1.0,8,-1783.0,-1815.0,15586.92,7.56
1896025,437965,1.0,10,-352.0,-353.0,14651.955,14651.955
2498816,337953,1.0,1,-721.0,-724.0,10494.18,10494.18
1864321,174461,1.0,7,-181.0,-205.0,12054.87,12054.87
2234018,294174,1.0,3,-440.0,-449.0,6024.6,6024.6
1980699,389163,2.0,11,-1560.0,-1578.0,5472.18,5472.18
2821279,113114,0.0,8,-2556.0,-2561.0,5625.0,5625.0
1498927,173236,3.0,5,-848.0,-859.0,45673.785,45673.785
2116658,168482,0.0,81,-926.0,-926.0,99.405,99.405
1995582,317786,0.0,10,-326.0,-326.0,712.665,712.665
2426007,102337,1.0,6,-259.0,-286.0,3368.475,3368.475
2281266,125531,3.0,13,-261.0,-265.0,11347.245,11347.245
1975616,174401,1.0,4,-22.0,-32.0,14848.83,14848.83
1647835,191694,1.0,4,-2643.0,-2643.0,8450.145,8450.145
2341131,164815,1.0,14,-152.0,-190.0,11905.74,11905.74
1635245,344283,1.0,1,-2834.0,-2846.0,7762.68,7762.68
1213545,374146,0.0,83,-374.0,-374.0,0.135,0.135
2095870,368740,1.0,10,-1827.0,-1832.0,11940.345,11940.345
1648729,443984,0.0,65,-1961.0,-1991.0,67.5,67.5
2002990,262938,1.0,8,-689.0,-700.0,35476.65,35476.65
1824559,441463,1.0,3,-647.0,-656.0,27674.415,27674.415
1308088,224276,1.0,7,-633.0,-637.0,6046.245,6046.245
1488454,446512,1.0,2,-537.0,-579.0,6884.19,6884.19
2566515,146811,0.0,14,-131.0,-131.0,492.3,492.3
1920146,234302,1.0,3,-636.0,-649.0,17519.22,17519.22
1840346,307500,0.0,102,-985.0,-998.0,13500.0,13500.0
2181072,162227,0.0,97,-1530.0,-1533.0,450.0,426.6
1570214,173127,0.0,67,-1918.0,-1918.0,3375.0,3375.0
1509433,197682,1.0,12,-589.0,-591.0,34659.09,34659.09
1259873,147133,0.0,13,-2580.0,-2585.0,9000.0,9000.0
1034941,449684,0.0,8,-2763.0,-2791.0,6750.0,6750.0
2564316,393422,0.0,10,-30.0,-30.0,1.53,1.53
1585631,175687,1.0,6,-1279.0,-1288.0,13464.99,13464.99
2723179,171249,0.0,5,-423.0,-423.0,0.72,0.72
2340075,114867,0.0,31,-2187.0,-2217.0,1718.1,1718.1
1351313,230822,0.0,28,-1477.0,-1496.0,9000.0,9000.0
1667254,379797,1.0,10,-2119.0,-2132.0,7968.285,7968.285
1493792,206783,1.0,6,-1324.0,-1427.0,10431.675,10431.675
2262854,370799,1.0,9,-876.0,-896.0,18208.755,18208.755
1100041,122706,1.0,6,-991.0,-1003.0,23332.365,23332.365
2592867,166120,0.0,60,-100.0,-101.0,18316.71,18316.71
1618620,383401,1.0,3,-2478.0,-2493.0,5390.46,5390.46
2248001,142167,1.0,3,-1069.0,-1071.0,19437.3,19437.3
1920078,243109,1.0,2,-2642.0,-2654.0,15800.04,15800.04
2728987,215037,0.0,25,-176.0,-176.0,3680.865,3680.865
1850106,237812,1.0,1,-1796.0,-1803.0,4990.545,4990.545
1445509,354285,0.0,30,-77.0,-77.0,2245.41,2245.41
2164899,218146,0.0,132,-129.0,-129.0,4.41,4.41
2538069,233492,0.0,7,-2274.0,-2274.0,2250.0,2250.0
1281818,183764,0.0,10,-2739.0,-2746.0,3375.0,3375.0
1575343,435026,1.0,9,-1039.0,-1036.0,37815.75,330.75
2173847,342091,1.0,10,-1797.0,-1799.0,5706.495,5706.495
1484326,285790,1.0,6,-2421.0,-2421.0,20012.715,20012.715
2747902,315738,3.0,23,-705.0,-702.0,21706.11,17842.77
2445429,159049,1.0,11,-1239.0,-1234.0,5548.59,60.255
2050065,303526,3.0,34,-100.0,-100.0,13204.8,13204.8
2642941,200723,1.0,14,-418.0,-434.0,21106.035,21106.035
1496884,242960,1.0,1,-2440.0,-2463.0,16369.38,16369.38
1718597,408473,1.0,12,-1444.0,-1448.0,4035.96,4035.96
1444504,173938,0.0,24,-2590.0,-2598.0,3375.0,3375.0
1276242,290730,0.0,2,-1091.0,-1091.0,132441.75,132441.75
2464735,265357,1.0,22,-620.0,-621.0,4065.075,4065.075
1550998,313275,0.0,32,-2416.0,-2416.0,0.81,0.81
2191984,380817,0.0,42,-250.0,-250.0,1453.41,1453.41
2559746,102920,1.0,16,-1823.0,-1838.0,12383.145,7947.09
1603110,103978,1.0,2,-1439.0,-1455.0,8542.89,8542.89
2118327,296625,1.0,8,-463.0,-467.0,43855.065,43855.065
2525481,254463,0.0,1,-318.0,-318.0,22500.0,22500.0
2697372,361794,1.0,2,-1880.0,-1910.0,3283.2,3283.2
2059174,133852,1.0,1,-2067.0,-2097.0,3370.05,3370.05
1496850,291521,1.0,7,-881.0,-881.0,16966.98,16966.98
2031438,298608,1.0,17,-988.0,-989.0,3304.44,3304.44
2652504,198917,1.0,11,-778.0,-787.0,6705.72,6705.72
2614113,229317,0.0,51,-1933.0,-1933.0,238.815,238.815
2248463,360838,0.0,10,-2104.0,-2106.0,3375.0,3375.0
2801405,256839,0.0,63,-1202.0,-1202.0,337.005,337.005
1011901,258773,3.0,8,-202.0,-209.0,9790.47,9790.47
1419649,196330,1.0,5,-120.0,-134.0,21708.9,21708.9
1103290,442737,1.0,2,-1053.0,-1055.0,33380.235,33380.235
2598435,285337,1.0,14,-508.0,-518.0,11571.615,11571.615
2087460,104899,1.0,1,-2555.0,-2563.0,5112.81,5112.81
1684622,230781,0.0,97,-465.0,-465.0,18.045,18.045
2404734,403281,1.0,4,-359.0,-359.0,10048.95,10048.95
2462438,248169,1.0,7,-1236.0,-1238.0,7423.92,7423.92
2662564,242623,1.0,1,-1860.0,-1865.0,17373.96,17373.96
1361819,326672,0.0,49,-2295.0,-2299.0,5625.0,5625.0
1721733,431073,0.0,8,-2295.0,-2295.0,626.265,626.265
1789065,394645,0.0,18,-2699.0,-2728.0,2.025,2.025
1464329,113397,1.0,5,-1598.0,-1598.0,19737.0,19737.0
1493493,272693,1.0,18,-314.0,-342.0,10035.225,4995.0
2274498,109393,1.0,2,-1899.0,-1906.0,13466.565,13466.565
2475943,223375,0.0,45,-1376.0,-1382.0,9000.0,9000.0
1271132,175665,0.0,74,-910.0,-910.0,394.875,394.875
2449573,100035,1.0,3,-1538.0,-1538.0,6236.82,6236.82
2265994,171908,1.0,1,-923.0,-922.0,32596.695,32596.695
1051185,187669,1.0,2,-1242.0,-1246.0,8538.885,8538.885
2765495,232630,1.0,10,-334.0,-332.0,6488.73,2337.3
1130724,284448,0.0,17,-1924.0,-1924.0,4500.0,4500.0
2009734,123210,0.0,46,-2164.0,-2192.0,4500.0,4500.0
1923839,145756,0.0,21,-168.0,-168.0,577.8,577.8
1782184,236319,0.0,61,-878.0,-882.0,6750.0,6750.0
1572512,434212,0.0,63,-2348.0,-2360.0,4050.0,4050.0
2492150,209101,1.0,6,-1817.0,-1822.0,3435.705,3435.705
1457163,178058,1.0,1,-430.0,-440.0,28221.615,47250.0
1318459,257441,1.0,9,-2798.0,-2805.0,2338.605,2338.605
2787655,451277,1.0,6,-2427.0,-2440.0,6542.73,6525.0
2476105,441032,2.0,11,-2205.0,-2217.0,7877.655,7877.655
1564886,269489,1.0,7,-2244.0,-2252.0,8610.12,8610.12
2004922,439549,0.0,11,-172.0,-168.0,25220.43,25220.43
2683173,428745,0.0,52,-208.0,-208.0,77.625,77.625
1467836,248789,1.0,3,-425.0,-433.0,27721.125,27721.125
2127454,378351,1.0,6,-821.0,-863.0,6698.835,6698.835
1901393,173004,1.0,6,-2388.0,-2403.0,14853.42,14850.0
1288398,420723,1.0,4,-71.0,-89.0,13006.395,13006.395
2010534,201906,0.0,15,-143.0,-143.0,391.05,391.05
1262693,355015,4.0,103,-308.0,-308.0,254.61,254.61
1978783,398764,1.0,4,-1029.0,-1043.0,14221.8,14221.8
2178322,396248,1.0,2,-1660.0,-1663.0,4269.555,4269.555
2682027,191708,0.0,83,-146.0,-146.0,222.795,222.795
1383213,243187,3.0,23,-549.0,-567.0,9070.65,9070.65
2712135,434520,0.0,8,-2421.0,-2421.0,4500.0,4500.0
2049849,180679,1.0,9,-1083.0,-1088.0,8840.295,8840.295
1655878,323509,1.0,19,-162.0,-179.0,14211.315,14211.315
1603085,347994,1.0,3,-437.0,-459.0,18211.05,18211.05
1675796,421272,1.0,2,-665.0,-665.0,15560.505,15560.505
2536246,119606,1.0,1,-497.0,-499.0,24789.555,24789.555
1329647,257872,1.0,1,-315.0,-345.0,38267.82,38267.82
1282191,207267,1.0,7,-316.0,-326.0,17204.22,17204.22
1624948,238695,1.0,17,-1634.0,-1658.0,4126.275,174.6
2623129,110275,0.0,30,-609.0,-609.0,2185.875,2185.875
1385863,313571,1.0,9,-2346.0,-2349.0,11669.355,11669.355
2391584,425798,0.0,12,-2779.0,-2779.0,3600.0,3600.0
2113462,417528,0.0,1,-137.0,-137.0,21150.0,21150.0
1701463,204117,1.0,5,-1093.0,-1093.0,10907.775,10907.775
2535351,344960,3.0,5,-801.0,-842.0,4733.28,4733.28
1398879,153558,1.0,7,-815.0,-830.0,12596.535,12596.535
1559866,186260,1.0,7,-307.0,-426.0,11490.885,11490.885
1822829,163443,1.0,12,-483.0,-483.0,2493.585,2493.585
2239947,382088,1.0,15,-299.0,-298.0,14605.65,14605.65
2374360,369073,1.0,2,-247.0,-250.0,7804.44,7804.44
2229653,284348,0.0,65,-1592.0,-1599.0,6750.0,6750.0
2588606,430778,1.0,4,-2841.0,-2841.0,2433.735,2433.735
2145772,445914,0.0,25,-1938.0,-1938.0,2250.0,2250.0
1940624,102929,2.0,6,-1137.0,-1137.0,16172.64,16172.64
2516816,403259,1.0,5,-532.0,-548.0,5870.25,5870.25
1160713,223978,1.0,11,-2139.0,-2142.0,21971.61,21971.61
2646166,211081,1.0,6,-1431.0,-1431.0,14648.535,14648.535
2705175,352564,1.0,6,-2146.0,-2148.0,12088.8,12088.8
2299764,292126,1.0,3,-430.0,-439.0,8740.44,8740.44
2618730,216679,5.0,4,-696.0,-693.0,33673.365,33596.73
1359714,339553,1.0,11,-267.0,-272.0,45390.915,45390.915
2494852,341529,2.0,11,-162.0,-161.0,45101.385,45101.385
1645536,178449,0.0,67,-153.0,-153.0,31.635,31.635
2459885,220733,1.0,2,-354.0,-360.0,19988.235,19988.235
2478386,318176,0.0,22,-2144.0,-2144.0,339.93,339.93
1665022,388022,1.0,20,-83.0,-146.0,6584.985,6584.985
2087384,398966,0.0,43,-1496.0,-1496.0,261.225,261.225
1151600,119348,0.0,22,-387.0,-395.0,9366.615,9366.615
1522878,160983,1.0,3,-1057.0,-1065.0,62923.5,62923.5
1026693,292420,0.0,43,-1682.0,-1694.0,11250.0,11250.0
1911415,229581,1.0,1,-1097.0,-1127.0,13467.15,13467.15
2622035,424259,0.0,10,-264.0,-264.0,8.01,8.01
2188757,227460,1.0,4,-318.0,-360.0,15493.77,15493.77
1337174,245926,1.0,11,-2277.0,-2284.0,35700.03,35700.03
2109129,354031,2.0,4,-255.0,-259.0,15717.33,15717.33
2303682,239951,0.0,57,-1142.0,-1155.0,9000.0,9000.0
2306661,105590,0.0,26,-1371.0,-1384.0,6750.0,6750.0
2809707,450897,0.0,113,-602.0,-602.0,50.58,50.58
1283465,238361,1.0,17,-303.0,-315.0,11093.265,2306.655
1430912,173199,1.0,22,-138.0,-130.0,23715.27,23233.77
2767034,273382,1.0,2,-1120.0,-1138.0,27801.72,27801.72
2317938,353500,1.0,1,-473.0,-485.0,3763.98,3763.98
2529061,220441,1.0,8,-773.0,-802.0,16227.54,16227.54
2819129,325645,1.0,8,-1921.0,-1921.0,5193.09,5193.09
1276423,381421,0.0,5,-2484.0,-2484.0,1921.95,1921.95
1542294,280775,2.0,20,-485.0,-489.0,40783.5,40783.5
1226970,265655,1.0,4,-788.0,-796.0,57199.5,57199.5
1108009,184346,1.0,9,-204.0,-216.0,4928.31,4928.31
2259461,398791,0.0,20,-254.0,-254.0,424.17,424.17
2283886,369093,7.0,6,-467.0,-531.0,36124.29,201.42
1830781,281227,1.0,7,-400.0,-407.0,23851.125,23851.125
1425972,139898,1.0,7,-1156.0,-1167.0,15249.69,15249.69
1244486,380909,1.0,18,-580.0,-583.0,26494.65,26494.65
1667039,173606,1.0,8,-550.0,-547.0,11721.735,10864.125
1444826,353195,0.0,20,-1232.0,-1232.0,1535.67,1535.67
2562419,287258,1.0,11,-577.0,-587.0,15715.845,15715.845
2087139,178428,2.0,2,-940.0,-967.0,403493.715,403493.715
1126838,145872,2.0,10,-260.0,-261.0,24577.425,24577.425
1292902,138275,1.0,1,-972.0,-1002.0,66734.46,679500.855
2835780,451184,1.0,10,-267.0,-268.0,16415.1,16415.1
2675262,437032,1.0,7,-375.0,-402.0,17358.705,2327.895
1038777,308673,0.0,44,-1691.0,-1691.0,488.88,488.88
2153773,264728,1.0,5,-2203.0,-2207.0,7547.715,7547.715
2651911,360199,0.0,17,-2326.0,-2334.0,9000.0,9000.0
2144606,126752,0.0,14,-143.0,-146.0,5846.085,5846.085
2784929,216224,1.0,6,-1897.0,-1899.0,49275.09,49275.09
2416894,415115,1.0,1,-235.0,-238.0,16502.085,16502.085
1568721,130261,0.0,40,-195.0,-195.0,323.64,323.64
1230837,378139,1.0,1,-138.0,-148.0,3406.095,3406.095
1991660,110105,1.0,1,-1106.0,-1113.0,14118.885,14118.885
1948335,320297,0.0,40,-2753.0,-2753.0,25148.115,25148.115
2702380,131142,1.0,17,-353.0,-380.0,53662.5,337.5
2320707,377755,1.0,2,-408.0,-418.0,12595.95,12595.95
2559432,180273,1.0,6,-958.0,-967.0,6780.78,6780.78
2426038,346599,0.0,59,-87.0,-87.0,733.095,733.095
1995337,361780,0.0,21,-278.0,-278.0,87.615,87.615
2256439,198834,1.0,13,-2256.0,-2254.0,9376.65,9346.725
1252099,376525,0.0,67,-1232.0,-1232.0,232.92,232.92
1083708,398280,0.0,15,-1240.0,-1245.0,4806.135,4806.135
2246826,151221,1.0,8,-2192.0,-2218.0,3127.59,3127.59
2659051,148061,1.0,4,-1861.0,-1871.0,10194.525,10194.525
1667951,403265,1.0,10,-439.0,-440.0,16181.91,16181.91
1545175,203098,0.0,122,-388.0,-388.0,365.94,365.94
1752371,199783,1.0,8,-1234.0,-1257.0,26311.5,26311.5
2261654,235046,1.0,28,-838.0,-841.0,10837.395,10837.395
2827427,392755,1.0,6,-149.0,-154.0,47212.2,47212.2
1492227,259962,1.0,5,-660.0,-667.0,11895.885,11895.885
2543279,123419,0.0,43,-2849.0,-2871.0,10800.0,10800.0
1595977,181197,0.0,12,-1185.0,-1174.0,13733.685,13733.685
2599913,451595,1.0,9,-2382.0,-2382.0,13116.195,13116.195
1434109,101355,1.0,8,-679.0,-696.0,12244.32,12244.32
1984538,187138,0.0,54,-135.0,-137.0,19346.985,19346.985
1281577,354598,1.0,5,-297.0,-304.0,22323.825,22323.825
1294904,271657,0.0,15,-226.0,-226.0,193.5,193.5
1267288,170541,1.0,8,-631.0,-664.0,7500.42,7.56
2066205,303382,1.0,2,-1167.0,-1221.0,3129.21,3129.21
1964149,369961,1.0,23,-1112.0,-1111.0,6605.82,6605.82
2805786,438034,1.0,11,-446.0,-451.0,31984.695,31984.695
2659744,281068,0.0,5,-148.0,-152.0,12779.1,12779.1
2529061,220441,1.0,10,-713.0,-718.0,16227.54,16227.54
2310447,271066,1.0,14,-1260.0,-1281.0,8678.835,8678.835
1914715,112376,1.0,8,-1867.0,-1891.0,4777.83,4777.83
2334657,139946,1.0,4,-353.0,-383.0,59714.37,59714.37
1669584,172643,0.0,4,-276.0,-294.0,18285.615,18285.615
1302159,122504,1.0,6,-169.0,-170.0,10589.85,10589.85
1987733,374214,1.0,5,-619.0,-619.0,7015.77,7015.77
1773157,368855,1.0,9,-494.0,-493.0,22608.765,22608.765
1920167,159972,1.0,9,-813.0,-820.0,31986.495,31986.495
1254568,449030,1.0,6,-733.0,-757.0,12567.78,12567.78
2370173,372189,1.0,9,-1779.0,-1783.0,8326.53,8326.53
1983829,148834,0.0,16,-394.0,-410.0,8899.605,8899.605
1980661,428080,1.0,13,-1709.0,-1726.0,10897.83,10897.83
1833201,380588,1.0,7,-2721.0,-2742.0,3637.71,3602.295
1417458,262518,0.0,6,-1109.0,-1109.0,675.0,675.0
1621336,406589,0.0,42,-1777.0,-1777.0,252.675,252.675
1320824,131024,1.0,4,-1515.0,-1492.0,9397.755,391.5
1941554,104966,2.0,8,-1043.0,-1073.0,10079.46,4688.28
1896649,343276,1.0,11,-2340.0,-2347.0,10691.1,10691.1
1854013,118823,1.0,1,-2392.0,-2402.0,10269.36,10269.36
2395854,284806,1.0,5,-2120.0,-2138.0,14906.07,14906.07
1214425,321908,1.0,1,-1373.0,-1393.0,8698.86,8698.86
1132176,104741,1.0,3,-2225.0,-2241.0,5827.005,5827.005
1797130,288644,1.0,16,-1000.0,-1037.0,4034.25,4034.25
1831484,328548,1.0,3,-2763.0,-2763.0,14998.725,14998.725
1381553,107670,1.0,3,-309.0,-322.0,12988.845,12988.845
1767102,447539,0.0,3,-241.0,-260.0,225.0,15.795
1388456,358410,0.0,175,-97.0,-106.0,3562.02,3562.02
1772165,384209,1.0,4,-1645.0,-1663.0,7140.195,7140.195
1496251,206569,1.0,6,-2679.0,-2678.0,4273.56,2990.79
2575617,154360,1.0,1,-1279.0,-1294.0,8314.2,8314.2
2007584,314894,1.0,4,-684.0,-688.0,84115.98,84115.98
2777414,353610,0.0,31,-59.0,-59.0,122.445,122.445
1377428,257441,3.0,10,-606.0,-610.0,61888.185,61888.185
1818902,452398,2.0,3,-593.0,-597.0,409204.62,409204.62
2029148,181722,0.0,20,-168.0,-168.0,1504.485,1504.485
2280470,207489,0.0,19,-15.0,-15.0,2337.435,2337.435
1388150,135869,1.0,8,-77.0,-84.0,26504.955,26504.955
1573547,252839,0.0,6,-660.0,-660.0,128554.515,128554.515
1202606,255158,1.0,5,-1258.0,-1274.0,20803.59,20803.59
1285276,175592,0.0,57,-1666.0,-1666.0,48375.0,48375.0
2569937,355239,1.0,12,-2069.0,-2071.0,16019.1,16019.1
1843375,142223,0.0,77,-1442.0,-1447.0,6750.0,6750.0
1515068,382146,0.0,2,-153.0,-165.0,5981.355,1683.9
2313324,170128,0.0,11,-622.0,-624.0,8702.01,8702.01
1565561,228389,1.0,3,-1574.0,-1576.0,15952.275,15952.275
1974149,363834,1.0,1,-2444.0,-2474.0,35927.325,94.77
2348158,328203,1.0,10,-2625.0,-2625.0,4830.345,4830.345
