SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
1870635,377076,-32,54.0,54.0,Active,0,0
2248248,190620,-23,24.0,15.0,Active,0,0
2492420,231533,-19,4.0,1.0,Active,0,0
2256981,218624,-24,18.0,7.0,Active,0,0
2230017,298215,-22,24.0,12.0,Active,0,0
1546495,297774,-80,10.0,6.0,Active,0,0
2603713,222774,-89,12.0,6.0,Active,0,0
2732938,132811,-5,12.0,5.0,Active,0,0
2039126,383745,-29,12.0,12.0,Active,0,0
1328385,347105,-26,7.0,0.0,Completed,0,0
1313056,189907,-67,22.0,1.0,Active,0,0
2738000,235454,-1,10.0,0.0,Completed,0,0
1667216,189252,-86,20.0,11.0,Active,0,0
2547416,303669,-45,24.0,12.0,Active,0,0
1051261,120946,-10,10.0,1.0,Active,0,0
2609400,390504,-94,6.0,0.0,Active,0,0
1012878,345011,-11,24.0,11.0,Active,0,0
1105643,454471,-8,12.0,10.0,Active,0,0
1053858,118197,-18,24.0,14.0,Active,0,0
1180965,116478,-77,12.0,0.0,Completed,0,0
2300660,159776,-61,12.0,5.0,Active,0,0
2080035,194237,-5,6.0,3.0,Active,0,0
1717110,232205,-12,12.0,8.0,Active,0,0
1193198,236293,-10,36.0,13.0,Active,0,0
2149693,329571,-13,24.0,18.0,Active,0,0
1158228,348950,-21,36.0,35.0,Active,0,0
2200570,157482,-40,6.0,4.0,Active,0,0
2208261,102374,-76,18.0,6.0,Active,0,0
2462514,385605,-55,14.0,10.0,Active,0,0
2717783,112213,-26,18.0,13.0,Active,0,0
1020669,179827,-54,12.0,2.0,Active,0,0
1538144,221868,-82,9.0,4.0,Active,0,0
1767039,390967,-30,48.0,36.0,Active,0,0
1327574,220562,-12,12.0,4.0,Active,0,0
2749682,250499,-46,10.0,5.0,Active,0,0
1443388,286902,-7,24.0,7.0,Active,0,0
2629349,391251,-23,12.0,11.0,Active,0,0
1455500,122921,-42,6.0,5.0,Active,0,0
1001667,231682,-17,16.0,2.0,Active,2,2
2756119,422449,-8,12.0,7.0,Active,0,0
2756258,212084,-77,10.0,8.0,Active,0,0
1329077,107359,-21,12.0,6.0,Active,0,0
2210763,270473,-44,24.0,23.0,Active,0,0
2305046,371898,-3,12.0,5.0,Active,0,0
2425467,435958,-8,6.0,1.0,Active,0,0
1266733,315997,-32,12.0,11.0,Active,0,0
2131250,117755,-85,12.0,6.0,Active,0,0
2168478,227046,-7,36.0,23.0,Active,0,0
2378598,114026,-52,10.0,0.0,Completed,0,0
2141519,128087,-17,6.0,6.0,Active,0,0
2130432,356208,-23,42.0,22.0,Active,0,0
1522661,122756,-9,36.0,30.0,Active,0,0
1682035,423143,-5,24.0,15.0,Active,0,0
2229922,230379,-13,36.0,18.0,Active,0,0
2011054,159522,-51,12.0,2.0,Active,0,0
2831947,236905,-32,18.0,5.0,Active,0,0
1359867,384767,-25,18.0,3.0,Active,0,0
2540315,264473,-18,24.0,20.0,Active,0,0
1465888,353206,-6,12.0,11.0,Active,0,0
1594950,106873,-24,6.0,3.0,Active,0,0
1640282,401642,-19,30.0,29.0,Active,0,0
2106058,186683,-3,18.0,17.0,Active,0,0
2721089,422162,-59,48.0,29.0,Active,0,0
2662372,251816,-20,10.0,10.0,Active,0,0
2134046,414597,-13,10.0,5.0,Active,0,0
1488697,347501,-8,48.0,33.0,Active,0,0
1075104,313929,-41,6.0,2.0,Active,0,0
2028274,241939,-6,60.0,22.0,Active,0,0
1592577,132383,-20,24.0,21.0,Active,0,0
1562743,386253,-43,12.0,11.0,Active,0,0
1891630,234215,-90,17.0,15.0,Active,0,0
2478049,218275,-20,24.0,10.0,Active,0,0
2697784,221194,-25,24.0,15.0,Active,0,0
1683251,206908,-21,12.0,8.0,Active,0,0
1440865,102162,-14,10.0,6.0,Active,0,0
2697313,196745,-9,48.0,46.0,Active,0,0
1320699,349958,-36,12.0,12.0,Active,0,0
1901609,279049,-21,12.0,10.0,Active,0,0
1281930,323568,-14,12.0,7.0,Active,0,0
1797404,100536,-42,12.0,1.0,Active,0,0
2466234,313021,-30,60.0,5.0,Active,0,0
1660989,427510,-33,24.0,11.0,Active,0,0
1905923,226318,-86,10.0,8.0,Active,0,0
1826288,379115,-6,30.0,8.0,Active,1,1
1356383,163981,-35,24.0,22.0,Active,0,0
2627229,285334,-76,12.0,11.0,Active,0,0
2257646,170076,-20,6.0,2.0,Active,0,0
2335594,311923,-41,6.0,2.0,Active,0,0
1259439,345402,-21,18.0,17.0,Active,0,0
1705596,101863,-48,24.0,4.0,Active,0,0
1730099,150289,-30,30.0,30.0,Active,0,0
1776636,412038,-31,18.0,12.0,Active,0,0
2347473,422766,-7,24.0,4.0,Active,0,0
1831370,117225,-6,10.0,7.0,Active,0,0
2178904,295880,-34,8.0,7.0,Active,0,0
2538213,190452,-6,12.0,9.0,Active,0,0
2553744,105013,-56,8.0,7.0,Active,0,0
1998838,390838,-15,12.0,2.0,Active,0,0
2258352,130718,-30,24.0,13.0,Active,0,0
1591522,254280,-13,24.0,21.0,Active,0,0
1088143,278056,-4,60.0,39.0,Active,0,0
1949730,414231,-5,8.0,8.0,Active,0,0
2247719,442729,-16,48.0,47.0,Active,0,0
1544512,294547,-10,18.0,17.0,Active,0,0
2452868,382796,-69,11.0,11.0,Active,0,0
2426746,127868,-7,24.0,24.0,Active,0,0
1730594,396383,-21,24.0,12.0,Active,0,0
1785443,349363,-80,10.0,0.0,Completed,0,0
1107802,124732,-85,16.0,6.0,Active,0,0
2301369,317123,-42,5.0,0.0,Completed,0,0
2349976,118326,-30,24.0,22.0,Active,0,0
1435372,103464,-61,23.0,2.0,Active,0,0
1099259,207272,-7,18.0,15.0,Active,0,0
1746335,223288,-20,12.0,1.0,Active,0,0
1050849,178509,-17,24.0,20.0,Active,0,0
1009587,428485,-84,12.0,10.0,Active,0,0
1770715,139015,-70,10.0,7.0,Active,0,0
1871274,278157,-29,12.0,11.0,Active,0,0
1831391,256754,-78,8.0,2.0,Active,0,0
1519268,114607,-49,10.0,1.0,Active,0,0
2399176,183942,-77,10.0,0.0,Completed,0,0
2179034,147390,-26,24.0,19.0,Active,0,0
2114224,191660,-5,7.0,0.0,Completed,0,0
1151053,443927,-47,24.0,12.0,Active,0,0
1035058,357469,-56,10.0,2.0,Active,0,0
2167089,268919,-27,24.0,23.0,Active,0,0
1205351,201638,-23,24.0,18.0,Active,0,0
1482225,353072,-4,24.0,5.0,Active,0,0
2246321,119972,-48,11.0,6.0,Active,0,0
1940215,428219,-15,18.0,18.0,Active,0,0
2154560,103377,-44,12.0,11.0,Active,0,0
1292654,400340,-50,24.0,13.0,Active,0,0
1444646,293454,-31,6.0,0.0,Completed,0,0
2690493,279388,-81,4.0,1.0,Active,0,0
2070948,100201,-86,9.0,4.0,Active,0,0
1268461,300486,-35,48.0,34.0,Active,0,0
1604647,138897,-17,30.0,25.0,Active,0,0
1101478,343404,-21,10.0,10.0,Active,0,0
1219603,377473,-5,18.0,10.0,Active,0,0
1465775,233133,-22,10.0,5.0,Active,0,0
2335130,391235,-48,36.0,34.0,Active,0,0
2168458,251248,-87,4.0,0.0,Active,1,1
2623270,271320,-6,48.0,45.0,Active,0,0
2430515,138980,-13,36.0,22.0,Active,0,0
2127573,432689,-48,24.0,17.0,Active,0,0
2525354,320405,-13,12.0,5.0,Active,0,0
2746518,401717,-2,6.0,0.0,Completed,0,0
2064731,436602,-12,18.0,15.0,Active,0,0
1214048,189688,-50,24.0,17.0,Active,0,0
2132265,402361,-67,12.0,0.0,Active,304,0
2487566,201234,-10,10.0,2.0,Active,0,0
2580321,142992,-73,12.0,12.0,Active,0,0
1360697,378034,-18,24.0,5.0,Active,0,0
2685803,251811,-80,6.0,6.0,Active,0,0
1180420,311588,-4,36.0,4.0,Active,0,0
1330616,430931,-16,18.0,13.0,Active,0,0
1959430,358552,-4,12.0,5.0,Active,0,0
1555569,205157,-10,24.0,17.0,Active,0,0
1321104,154681,-14,48.0,47.0,Active,0,0
2487165,311714,-10,30.0,17.0,Active,0,0
2265704,347793,-64,12.0,9.0,Active,0,0
2341612,230356,-69,20.0,16.0,Active,0,0
1929473,377573,-84,10.0,9.0,Active,0,0
2235769,422795,-48,48.0,48.0,Active,0,0
1548270,454563,-36,24.0,15.0,Active,0,0
2433042,201943,-85,8.0,5.0,Active,0,0
2299913,212262,-33,12.0,8.0,Active,0,0
1538702,122372,-5,24.0,17.0,Active,0,0
1745240,452929,-79,4.0,0.0,Active,0,0
1739306,190763,-52,12.0,12.0,Active,0,0
2687631,186871,-8,10.0,6.0,Active,0,0
1431400,360001,-80,12.0,2.0,Active,0,0
1782580,378576,-12,18.0,4.0,Active,0,0
2589151,400340,-48,10.0,3.0,Active,0,0
2676036,191580,-7,10.0,8.0,Active,0,0
1065420,362086,-21,6.0,0.0,Completed,0,0
1604935,431325,-64,18.0,11.0,Active,0,0
2209979,379506,-54,17.0,8.0,Active,0,0
1756564,385259,-20,12.0,9.0,Active,0,0
1789592,149677,-52,12.0,1.0,Active,0,0
2333609,348140,-50,7.0,3.0,Active,0,0
2610871,247768,-76,9.0,0.0,Completed,0,0
2403061,303106,-72,12.0,2.0,Active,0,0
1721880,337298,-34,12.0,8.0,Active,0,0
1522799,103056,-26,12.0,12.0,Active,0,0
2658557,101499,-19,24.0,21.0,Active,0,0
2262111,339751,-25,7.0,0.0,Active,0,0
2243646,265066,-41,24.0,21.0,Active,0,0
1027347,193075,-15,12.0,0.0,Completed,0,0
2119857,269954,-21,2.0,0.0,Active,0,0
1771174,196864,-18,36.0,19.0,Active,0,0
2769989,440332,-24,10.0,10.0,Active,0,0
1190635,287871,-9,12.0,9.0,Active,0,0
1389390,400315,-28,12.0,10.0,Active,0,0
1561788,126012,-15,48.0,38.0,Active,0,0
2700453,346018,-13,60.0,46.0,Active,0,0
1590328,351115,-12,24.0,18.0,Active,0,0
1796890,393860,-64,14.0,11.0,Active,4,0
2408555,256845,-25,12.0,7.0,Active,0,0
2247574,191809,-24,,,Signed,0,0
1314876,288540,-73,12.0,9.0,Active,0,0
2056562,448028,-4,12.0,0.0,Completed,0,0
1238957,154699,-64,10.0,6.0,Active,0,0
2310002,241824,-90,10.0,6.0,Active,0,0
2613091,431962,-36,5.0,0.0,Active,0,0
1970724,392243,-5,10.0,2.0,Active,0,0
1950393,424470,-53,12.0,6.0,Active,0,0
1375496,332397,-26,9.0,0.0,Completed,0,0
2140356,221565,-22,36.0,25.0,Active,0,0
2095042,101440,-29,24.0,23.0,Active,0,0
1550552,308863,-23,6.0,6.0,Active,0,0
1664400,263332,-14,2.0,0.0,Completed,0,0
1405857,105231,-11,12.0,10.0,Active,0,0
2791321,415751,-58,10.0,10.0,Active,0,0
1031738,328694,-6,24.0,14.0,Active,0,0
2004550,291280,-32,24.0,7.0,Active,0,0
1031802,293740,-13,12.0,9.0,Active,0,0
1824157,397962,-19,12.0,10.0,Active,0,0
2800881,440968,-20,24.0,8.0,Active,0,0
1648670,401486,-30,60.0,55.0,Active,0,0
1460575,285486,-15,48.0,28.0,Active,0,0
1111434,455487,-86,4.0,0.0,Active,0,0
2362911,411248,-21,6.0,2.0,Active,0,0
1870973,453808,-14,10.0,9.0,Active,0,0
1793318,358439,-41,16.0,8.0,Active,0,0
2790930,391112,-38,18.0,12.0,Active,0,0
1054261,361029,-15,24.0,9.0,Active,0,0
1081736,441275,-94,9.0,0.0,Completed,0,0
1150921,438186,-83,10.0,1.0,Active,0,0
2804319,382341,-30,60.0,55.0,Active,0,0
1181904,187862,-56,12.0,9.0,Active,0,0
2216320,384751,-5,18.0,8.0,Active,0,0
1993008,130030,-2,24.0,7.0,Active,0,0
2027881,340025,-55,12.0,1.0,Active,0,0
2465728,104861,-57,8.0,8.0,Active,0,0
1327448,190735,-76,6.0,4.0,Active,0,0
1135725,295196,-8,12.0,10.0,Active,0,0
2113207,154228,-25,60.0,53.0,Active,0,0
2513677,374215,-49,18.0,10.0,Active,0,0
2205963,420882,-53,12.0,4.0,Active,0,0
1255501,297510,-9,6.0,3.0,Active,0,0
1171643,327731,-36,24.0,13.0,Active,0,0
1736619,277699,-12,18.0,17.0,Active,0,0
2167174,227867,-43,24.0,13.0,Active,0,0
1756904,128884,-90,12.0,12.0,Active,0,0
1815279,328101,-39,36.0,18.0,Active,0,0
1885101,346549,-10,6.0,3.0,Active,0,0
2240921,260039,-63,12.0,12.0,Active,0,0
2168522,264787,-20,37.0,24.0,Active,0,0
1231211,300631,-43,6.0,6.0,Active,0,0
2463448,266117,-39,8.0,6.0,Active,0,0
1302031,298559,-4,24.0,12.0,Active,0,0
2491587,419392,-71,10.0,3.0,Active,0,0
1815534,343761,-45,12.0,6.0,Active,0,0
2280304,327334,-27,36.0,26.0,Active,0,0
1223718,337231,-53,6.0,2.0,Active,0,0
2011812,377925,-6,12.0,11.0,Active,0,0
2174642,243077,-63,12.0,9.0,Active,0,0
1942229,292166,-53,12.0,2.0,Active,0,0
2596930,181180,-32,36.0,34.0,Active,0,0
1595365,330421,-25,24.0,22.0,Active,0,0
1540793,384553,-12,24.0,5.0,Active,0,0
2368896,243874,-70,6.0,4.0,Active,0,0
2712191,358631,-16,24.0,11.0,Active,0,0
2040421,311399,-44,12.0,5.0,Active,0,0
2168526,193327,-66,12.0,6.0,Active,0,0
2347826,378661,-17,24.0,16.0,Active,0,0
1835828,367652,-96,6.0,0.0,Active,209,0
1446718,106438,-18,17.0,6.0,Active,0,0
2334494,315231,-50,6.0,5.0,Active,0,0
2704055,201375,-29,18.0,2.0,Active,0,0
1698050,288207,-13,10.0,8.0,Active,0,0
2518880,162384,-36,16.0,16.0,Active,0,0
1003098,267122,-1,48.0,26.0,Active,0,0
1232905,396298,-8,16.0,13.0,Active,0,0
2033741,322741,-24,4.0,1.0,Active,0,0
2198489,425879,-11,10.0,7.0,Active,0,0
1769438,139108,-69,18.0,5.0,Active,0,0
1382119,100982,-22,6.0,0.0,Completed,0,0
1220098,233888,-16,12.0,0.0,Completed,0,0
2184653,402070,-46,24.0,18.0,Active,0,0
2006599,345021,-53,8.0,8.0,Active,0,0
1258482,104149,-10,18.0,17.0,Active,0,0
2818615,384554,-5,10.0,6.0,Active,0,0
2727955,272227,-16,24.0,20.0,Active,0,0
2704733,334660,-36,12.0,4.0,Active,0,0
1332130,322020,-32,24.0,7.0,Active,0,0
1128599,306047,-47,6.0,2.0,Active,0,0
2584137,212164,-84,6.0,0.0,Completed,0,0
1634475,325730,-27,36.0,35.0,Active,0,0
1137267,104573,-69,12.0,3.0,Active,0,0
2300727,371417,-19,36.0,25.0,Active,0,0
1550722,347888,-77,24.0,14.0,Active,0,0
2110699,303760,-78,4.0,0.0,Completed,0,0
2837333,300705,-14,18.0,11.0,Active,0,0
2369877,389908,-52,12.0,11.0,Active,0,0
1773663,136957,-19,24.0,23.0,Active,0,0
1150016,371207,-88,10.0,8.0,Active,0,0
1844363,206414,-3,60.0,47.0,Active,0,0
1136118,189633,-28,6.0,4.0,Active,0,0
2228438,255712,-4,12.0,8.0,Active,0,0
1719875,380979,-49,24.0,18.0,Active,0,0
1031371,113134,-2,12.0,3.0,Active,0,0
2216371,235460,-12,30.0,20.0,Active,0,0
2267894,301904,-12,24.0,19.0,Active,0,0
1670685,389440,-29,6.0,0.0,Completed,0,0
1129271,355305,-86,11.0,1.0,Active,0,0
1697470,287261,-15,24.0,19.0,Active,0,0
1780562,432275,-17,36.0,22.0,Active,0,0
1920424,353037,-8,1.0,0.0,Completed,0,0
2484150,429159,-30,3.0,0.0,Completed,0,0
2207532,339790,-19,24.0,23.0,Active,0,0
1686268,257230,-39,10.0,6.0,Active,0,0
1513133,324681,-2,5.0,0.0,Active,0,0
1263991,391388,-74,10.0,0.0,Active,244,0
1103905,410308,-17,48.0,39.0,Active,0,0
2803177,427146,-5,16.0,10.0,Active,0,0
1784970,316469,-84,8.0,2.0,Active,0,0
2016805,114887,-37,36.0,33.0,Active,0,0
2682277,360306,-37,8.0,8.0,Active,0,0
2606127,269673,-6,48.0,41.0,Active,0,0
2651379,145862,-22,6.0,5.0,Active,0,0
1441822,234025,-12,18.0,7.0,Active,0,0
1075612,340219,-40,6.0,4.0,Active,0,0
2244007,392588,-28,24.0,17.0,Active,0,0
2547364,123074,-2,12.0,8.0,Active,0,0
1564099,385968,-13,12.0,11.0,Active,0,0
2546727,418863,-45,12.0,0.0,Completed,0,0
1086568,121786,-53,12.0,9.0,Active,0,0
1420528,371831,-32,13.0,1.0,Active,0,0
2106498,146428,-11,12.0,12.0,Active,0,0
2345357,346210,-14,12.0,6.0,Active,0,0
2139097,263722,-16,12.0,11.0,Active,0,0
1573983,422064,-25,30.0,16.0,Active,0,0
2842265,251647,-6,12.0,7.0,Active,0,0
2439507,201737,-7,12.0,12.0,Active,0,0
2371585,166034,-30,12.0,5.0,Active,0,0
1765532,280083,-11,18.0,12.0,Active,0,0
1954590,337595,-6,60.0,48.0,Active,0,0
1522219,141611,-85,12.0,12.0,Active,0,0
2631656,232275,-80,7.0,1.0,Active,0,0
1390822,356106,-10,36.0,19.0,Active,0,0
1881225,154824,-21,24.0,20.0,Active,0,0
1287554,150435,-9,12.0,6.0,Active,0,0
2432047,348227,-16,24.0,15.0,Active,0,0
1766624,344245,-4,30.0,18.0,Active,0,0
2360750,197449,-94,4.0,0.0,Completed,0,0
1916651,417401,-78,6.0,3.0,Active,0,0
2444904,341448,-63,60.0,44.0,Active,0,0
1499762,396501,-57,6.0,6.0,Active,0,0
1171215,346188,-28,6.0,0.0,Completed,0,0
2253842,378983,-91,10.0,8.0,Active,0,0
1619160,243892,-55,14.0,10.0,Active,0,0
2583126,293353,-91,10.0,1.0,Active,0,0
2191539,343611,-36,24.0,16.0,Active,0,0
1326738,423157,-9,36.0,11.0,Active,0,0
1418346,427329,-39,24.0,12.0,Active,0,0
2388561,168093,-58,11.0,8.0,Active,0,0
2310247,299787,-33,12.0,8.0,Active,0,0
2478466,277449,-13,6.0,1.0,Active,0,0
2247824,116848,-18,24.0,19.0,Active,0,0
1767392,410626,-11,6.0,5.0,Active,0,0
1740879,324096,-13,11.0,0.0,Completed,0,0
1764886,159024,-15,6.0,3.0,Active,0,0
2329439,355100,-15,24.0,15.0,Active,0,0
2557278,123257,-13,8.0,0.0,Active,0,0
2657774,405634,-34,24.0,9.0,Active,0,0
2192930,407841,-64,12.0,0.0,Active,0,0
1235791,108082,-78,6.0,5.0,Active,0,0
2479981,328949,-15,36.0,32.0,Active,0,0
2445634,329324,-82,5.0,5.0,Signed,0,0
1251198,416288,-12,10.0,4.0,Active,0,0
1748729,206814,-87,5.0,4.0,Active,0,0
2221073,185981,-85,8.0,5.0,Active,0,0
2428902,111803,-18,12.0,11.0,Active,0,0
2256487,213374,-58,5.0,0.0,Completed,0,0
2769172,202209,-14,10.0,7.0,Active,0,0
1619958,231028,-21,24.0,12.0,Active,0,0
1549980,393218,-38,18.0,3.0,Active,0,0
2165945,241247,-26,10.0,10.0,Active,0,0
2774118,381164,-4,12.0,3.0,Active,0,0
1765755,404916,-3,30.0,4.0,Active,0,0
2015208,223500,-6,24.0,22.0,Active,0,0
1493292,152832,-8,48.0,41.0,Active,0,0
1817157,116175,-78,12.0,6.0,Active,0,0
1183955,283261,-13,24.0,23.0,Active,0,0
1923508,278405,-44,12.0,0.0,Completed,0,0
1521710,114963,-55,12.0,5.0,Active,0,0
1661067,361450,-23,60.0,58.0,Active,0,0
1039674,150599,-9,18.0,3.0,Active,0,0
2841291,273289,-43,36.0,36.0,Active,0,0
1125945,331505,-87,5.0,0.0,Active,0,0
2136520,289419,-18,36.0,16.0,Active,0,0
2290514,130682,-27,18.0,15.0,Active,0,0
2759438,431652,-77,12.0,12.0,Active,0,0
1973134,237315,-31,6.0,4.0,Active,0,0
2640812,449134,-52,18.0,11.0,Active,0,0
1182242,284921,-26,12.0,6.0,Active,0,0
2235769,422795,-7,42.0,0.0,Completed,0,0
1230917,124035,-67,12.0,1.0,Active,0,0
1547603,228351,-45,48.0,46.0,Active,0,0
1316718,185153,-5,48.0,18.0,Active,0,0
2283190,346934,-11,12.0,1.0,Active,0,0
2053487,190406,-96,8.0,0.0,Active,492,0
2719596,187828,-45,24.0,24.0,Active,0,0
1801213,368288,-17,10.0,6.0,Active,0,0
1701664,322588,-13,18.0,12.0,Active,0,0
2801149,205641,-3,18.0,3.0,Active,0,0
1037446,137711,-90,12.0,6.0,Active,0,0
1500670,269817,-23,3.0,0.0,Completed,0,0
1489163,229671,-24,48.0,41.0,Active,0,0
1162536,450114,-40,6.0,1.0,Active,0,0
2657453,293412,-7,24.0,14.0,Active,0,0
2198326,423284,-7,6.0,3.0,Active,0,0
2830809,244228,-55,12.0,2.0,Active,0,0
2409214,422162,-22,18.0,17.0,Active,0,0
1794769,280777,-83,10.0,2.0,Active,0,0
2424206,450478,-18,24.0,12.0,Active,0,0
1710788,325180,-76,12.0,5.0,Active,0,0
1437806,206569,-90,10.0,2.0,Active,0,0
1567540,156129,-59,8.0,0.0,Active,0,0
1469400,186389,-82,24.0,21.0,Active,0,0
1111049,407946,-40,24.0,14.0,Active,0,0
2082542,188703,-2,60.0,55.0,Active,0,0
1761981,189663,-19,30.0,26.0,Active,0,0
2227488,262453,-37,12.0,6.0,Active,0,0
1257524,434669,-2,48.0,15.0,Active,0,0
2305242,329463,-51,12.0,6.0,Active,0,0
2314020,295542,-11,24.0,18.0,Active,0,0
1462898,215548,-57,12.0,1.0,Active,0,0
1190490,354310,-21,18.0,7.0,Active,0,0
1467989,286931,-20,8.0,0.0,Active,0,0
1267837,124263,-4,7.0,0.0,Completed,0,0
1320240,355110,-54,11.0,4.0,Active,0,0
1326743,142954,-45,24.0,17.0,Active,4,4
2403242,346811,-88,6.0,0.0,Completed,0,0
2598860,145147,-26,10.0,0.0,Active,2383,0
1130928,293788,-4,6.0,5.0,Active,0,0
1954915,358183,-43,4.0,0.0,Completed,0,0
1666125,124079,-44,12.0,2.0,Active,0,0
2210503,216857,-13,24.0,18.0,Active,0,0
2539829,413554,-20,36.0,10.0,Active,0,0
2387523,451526,-65,10.0,2.0,Active,11,0
2011607,378078,-72,12.0,9.0,Active,0,0
2459048,301069,-39,6.0,4.0,Active,0,0
2580018,397798,-63,24.0,13.0,Active,5,5
2631261,327215,-80,12.0,7.0,Active,0,0
2224749,323405,-39,10.0,1.0,Active,0,0
1157109,267277,-28,12.0,8.0,Active,0,0
2557264,169036,-35,24.0,22.0,Active,0,0
2792241,231545,-65,10.0,0.0,Active,0,0
1685251,128331,-46,4.0,0.0,Completed,0,0
1035395,314299,-54,12.0,8.0,Active,0,0
1130395,167963,-8,10.0,0.0,Completed,0,0
2269420,310672,-95,10.0,0.0,Completed,0,0
2327842,335078,-12,12.0,12.0,Active,0,0
1214455,236463,-19,12.0,10.0,Active,0,0
1190635,287871,-6,12.0,6.0,Active,0,0
1923880,274001,-10,24.0,14.0,Active,0,0
1235821,158868,-6,6.0,0.0,Completed,0,0
2050882,366098,-45,24.0,18.0,Active,0,0
2226181,213118,-5,36.0,7.0,Active,0,0
2651815,173874,-9,18.0,2.0,Active,0,0
1153853,196984,-54,18.0,16.0,Active,0,0
1027204,380831,-22,6.0,4.0,Active,0,0
2462524,276880,-48,24.0,23.0,Active,0,0
1207437,357162,-57,4.0,3.0,Active,0,0
2221049,243077,-13,6.0,0.0,Completed,0,0
2533176,184501,-11,48.0,45.0,Active,0,0
1887173,377945,-22,18.0,4.0,Active,0,0
1190505,108363,-11,24.0,21.0,Active,0,0
1678019,318945,-87,12.0,10.0,Active,0,0
2259913,296466,-14,12.0,5.0,Active,0,0
2506803,332653,-48,6.0,3.0,Active,0,0
2622590,366824,-56,16.0,10.0,Active,0,0
1537100,402264,-45,24.0,7.0,Active,0,0
2662926,307809,-57,8.0,0.0,Active,1290,0
2496955,360480,-83,23.0,18.0,Active,0,0
1590686,402264,-26,36.0,27.0,Active,0,0
1998163,356500,-12,60.0,54.0,Active,0,0
1004545,329949,-6,17.0,0.0,Completed,0,0
2437889,375387,-8,12.0,11.0,Active,0,0
1136925,179034,-40,9.0,0.0,Completed,0,0
2158913,212132,-10,18.0,6.0,Active,0,0
1266725,331888,-39,24.0,19.0,Active,0,0
2524070,198427,-53,24.0,20.0,Active,0,0
2368384,349265,-18,24.0,10.0,Active,0,0
1302508,288311,-41,10.0,6.0,Active,0,0
1941317,259423,-41,24.0,7.0,Active,0,0
1792456,241060,-16,12.0,9.0,Active,0,0
1697958,148868,-31,10.0,3.0,Active,0,0
2199386,127565,-51,24.0,9.0,Active,0,0
2717845,333584,-53,18.0,6.0,Active,0,0
1205934,126265,-19,18.0,13.0,Active,0,0
2404003,241933,-9,6.0,4.0,Active,0,0
2053964,253264,-77,12.0,7.0,Active,0,0
1109174,130154,-14,18.0,11.0,Active,0,0
1467724,339562,-63,6.0,2.0,Active,0,0
2123528,112303,-30,18.0,9.0,Active,0,0
1012748,175230,-42,12.0,2.0,Active,0,0
2596238,347118,-42,12.0,4.0,Active,0,0
1530902,158336,-28,5.0,0.0,Completed,0,0
2523940,115405,-9,1.0,0.0,Completed,0,0
1629765,234663,-29,12.0,11.0,Active,0,0
2137851,276453,-32,10.0,2.0,Active,0,0
1921941,241727,-8,18.0,11.0,Active,0,0
1364058,195471,-7,24.0,23.0,Active,0,0
1821807,282445,-44,16.0,6.0,Active,0,0
1874702,358410,-8,18.0,5.0,Active,0,0
2435628,175097,-39,6.0,6.0,Active,0,0
1493753,401731,-91,10.0,10.0,Active,0,0
2584067,331347,-20,18.0,14.0,Active,0,0
1762393,184025,-2,60.0,52.0,Active,0,0
1394488,301422,-27,12.0,1.0,Active,0,0
1649497,300125,-44,24.0,17.0,Active,0,0
1954249,367220,-85,12.0,6.0,Active,0,0
1216606,211085,-17,10.0,5.0,Active,0,0
1064741,446992,-21,12.0,0.0,Active,37,0
1826279,313946,-28,24.0,19.0,Active,0,0
1941987,402815,-57,12.0,12.0,Active,0,0
1768128,443669,-41,10.0,6.0,Active,0,0
1183867,395108,-73,12.0,12.0,Active,0,0
1574641,290379,-42,18.0,12.0,Active,0,0
1176556,314377,-17,12.0,12.0,Active,0,0
1563337,368577,-41,12.0,12.0,Active,0,0
1208137,401158,-28,12.0,9.0,Active,0,0
2206958,388397,-15,18.0,8.0,Active,0,0
1714640,193927,-20,60.0,50.0,Active,0,0
2306368,395370,-16,24.0,2.0,Active,0,0
1729498,228796,-40,10.0,6.0,Active,0,0
1574604,281661,-9,25.0,9.0,Active,0,0
1890726,345896,-68,12.0,3.0,Active,0,0
1151676,223121,-82,10.0,0.0,Active,0,0
1922341,392907,-3,18.0,18.0,Active,0,0
1697697,404982,-44,12.0,7.0,Active,0,0
1669448,234048,-15,12.0,3.0,Active,0,0
1420797,268035,-48,18.0,13.0,Active,0,0
1405392,399427,-36,9.0,7.0,Active,0,0
1825203,114026,-6,24.0,3.0,Active,0,0
1940251,208152,-48,8.0,0.0,Active,0,0
1931020,300533,-13,24.0,14.0,Active,0,0
1156166,415654,-59,14.0,6.0,Active,0,0
1126689,171360,-29,4.0,0.0,Completed,0,0
1627184,243791,-14,12.0,7.0,Active,0,0
2199543,423140,-7,24.0,9.0,Active,0,0
1765755,404916,-14,30.0,15.0,Active,0,0
1910115,346543,-80,12.0,2.0,Active,0,0
1715398,136320,-35,12.0,9.0,Active,0,0
2199073,132097,-1,16.0,15.0,Active,0,0
1238750,284194,-41,24.0,7.0,Active,0,0
1739660,308222,-65,6.0,0.0,Active,376,0
1239369,358449,-34,24.0,22.0,Active,0,0
2726262,311030,-79,10.0,9.0,Active,0,0
2523924,118828,-15,6.0,5.0,Active,0,0
