SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
1595985,315587,-59,0.0,135000,0.0,0.0,0.0,0.0,0.0,539.055,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,Active,0,0
2536377,278114,-60,94631.445,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,89676.675,94631.445,94631.445,0.0,0,0.0,0.0,42.0,Active,0,0
1659636,294419,-12,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1907754,236094,-49,0.0,0,0.0,0.0,0.0,0.0,0.0,437.355,0.0,0.0,-1044.09,-1044.09,0.0,0,0.0,0.0,15.0,Active,0,0
1793007,253357,-39,895.59,67500,0.0,0.0,0.0,0.0,3375.0,66865.5,66865.5,0.0,0.0,0.0,0.0,0,0.0,0.0,47.0,Active,0,0
1455529,221352,-40,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1895584,234788,-18,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1104090,259807,-47,0.0,45000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1409313,178343,-50,67.5,90000,0.0,0.0,0.0,0.0,686.7,1207.8,945.0,0.0,304.2,304.2,0.0,0,0.0,0.0,45.0,Active,0,0
2464761,174217,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,17.145,17.145,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,Active,0,0
1974227,228831,-69,111692.565,112500,9000.0,9000.0,0.0,0.0,5625.0,5625.0,5625.0,106297.47,111692.565,111692.565,1.0,1,0.0,0.0,14.0,Active,0,0
2257922,380819,-22,258574.5,270000,0.0,0.0,0.0,0.0,13500.0,13500.0,13500.0,248439.24,258574.5,258574.5,0.0,0,0.0,0.0,74.0,Active,0,0
2820677,225546,-5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Active,0,0
2328421,174682,-3,221027.535,225000,0.0,0.0,0.0,0.0,11363.58,11700.0,11700.0,215571.33,221027.535,221027.535,0.0,0,0.0,0.0,34.0,Active,0,0
1254712,415557,-88,0.0,67500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2292430,173469,-2,38342.835,450000,103500.0,111712.95,0.0,8212.95,13698.675,180000.0,180000.0,25686.09,32960.835,32960.835,4.0,5,0.0,1.0,27.0,Active,0,0
1779394,202668,-49,90335.115,112500,0.0,0.0,0.0,0.0,5625.0,7200.0,7200.0,86219.64,90335.115,90335.115,0.0,0,0.0,0.0,24.0,Active,0,0
1675413,444504,-8,465539.13,450000,0.0,8388.135,0.0,8388.135,23192.55,24750.0,24750.0,447488.91,460972.98,460972.98,0.0,2,0.0,2.0,4.0,Active,0,0
1895060,140546,-5,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2095749,389090,-29,0.0,67500,0.0,0.0,0.0,0.0,0.0,1342.935,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,72.0,Active,0,0
1054755,327980,-9,44543.07,45000,0.0,42882.12,0.0,42882.12,0.0,,0.0,44543.07,44543.07,44543.07,0.0,10,0.0,10.0,0.0,Active,0,0
2717859,338702,-48,0.0,90000,0.0,0.0,0.0,0.0,0.0,1984.68,0.0,0.0,-1984.68,-1984.68,0.0,0,0.0,0.0,26.0,Active,0,0
2558537,356880,-7,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2414607,113999,-5,198364.095,202500,22500.0,29837.745,0.0,7337.745,7190.775,8179.11,8179.11,187974.225,194675.715,194675.715,1.0,6,0.0,5.0,1.0,Active,0,0
2251433,359166,-1,0.0,45000,0.0,0.0,0.0,0.0,0.0,333.675,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Active,0,0
2467048,337897,-12,205837.425,270000,0.0,218553.93,0.0,218553.93,0.0,11400.705,11400.705,205837.425,205837.425,205837.425,0.0,21,0.0,21.0,0.0,Active,0,0
1978214,176970,-50,0.0,0,0.0,0.0,0.0,0.0,0.0,4110.435,0.0,0.0,-4110.435,-4110.435,0.0,0,0.0,0.0,17.0,Active,0,0
1652378,392436,-61,182815.515,180000,35550.0,35550.0,0.0,0.0,10800.0,11250.0,11250.0,173676.33,182815.515,182815.515,1.0,1,0.0,0.0,38.0,Active,0,0
2209902,212015,-54,0.0,90000,0.0,0.0,0.0,0.0,0.0,213.615,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,38.0,Active,0,0
1537290,339011,-70,67.5,157500,0.0,0.0,0.0,0.0,67.5,12005.82,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,27.0,Active,0,0
2383992,374677,-21,138317.175,135000,0.0,8347.365,0.0,8347.365,6782.085,9000.0,9000.0,134989.11,139452.84,139452.84,0.0,4,0.0,4.0,16.0,Active,0,0
2087384,398966,-62,0.0,135000,0.0,0.0,0.0,0.0,0.0,261.225,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
1670181,206561,-17,0.0,0,0.0,0.0,0.0,0.0,0.0,217.89,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
2743629,222183,-3,0.0,0,0.0,0.0,0.0,0.0,0.0,319.95,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15.0,Active,0,0
1381405,231306,-5,259493.22,337500,0.0,170577.0,0.0,170577.0,8233.02,53100.0,37106.1,258678.045,259493.22,259493.22,0.0,1,0.0,1.0,9.0,Active,0,0
1789119,438310,-16,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1584904,144744,-47,144.675,67500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.675,144.675,0.0,0,0.0,0.0,28.0,Active,213,0
1745212,118119,-61,34794.585,67500,0.0,0.0,0.0,0.0,3375.0,6750.0,6750.0,33144.84,34794.585,34794.585,0.0,0,0.0,0.0,12.0,Active,0,0
2424526,121280,-43,0.0,0,0.0,0.0,0.0,0.0,0.0,1982.97,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11.0,Active,0,0
2814144,402573,-49,74527.515,90000,0.0,0.0,0.0,0.0,4500.0,9000.0,9000.0,71929.44,74527.515,74527.515,0.0,0,0.0,0.0,57.0,Active,0,0
1132505,318233,-27,0.0,0,0.0,0.0,0.0,0.0,0.0,93.555,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,Active,0,0
2709834,366303,-76,58549.185,90000,0.0,0.0,0.0,0.0,5400.0,6750.0,6750.0,56266.875,58549.185,58549.185,0.0,0,0.0,0.0,40.0,Active,0,0
1640667,354586,-7,139238.325,135000,4500.0,4500.0,0.0,0.0,6769.485,7425.0,7425.0,132465.105,136427.355,136427.355,1.0,1,0.0,0.0,8.0,Active,0,0
1409352,399994,-46,0.0,0,0.0,0.0,0.0,0.0,0.0,531.63,0.0,0.0,-531.63,-531.63,0.0,0,0.0,0.0,8.0,Active,0,0
1597529,311780,-13,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2826828,322274,-20,207254.16,450000,0.0,0.0,0.0,0.0,10973.205,11700.0,325.305,204094.08,208944.855,208944.855,0.0,0,0.0,0.0,23.0,Active,0,0
1856299,253489,-1,0.0,45000,0.0,0.0,0.0,0.0,0.0,608.805,608.805,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,Active,0,0
1974227,228831,-57,895.68,180000,0.0,0.0,0.0,0.0,9000.0,185040.0,185040.0,0.0,0.0,0.0,0.0,0,0.0,0.0,26.0,Active,0,0
1745563,339477,-73,0.0,180000,0.0,0.0,0.0,0.0,0.0,796.77,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,45.0,Active,0,0
1914963,291963,-78,0.0,45000,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1872744,419169,-10,166259.61,270000,45000.0,45000.0,0.0,0.0,0.0,22500.0,13180.77,163884.915,166259.61,166259.61,1.0,1,0.0,0.0,0.0,Active,0,0
1902849,181649,-52,0.0,67500,0.0,0.0,0.0,0.0,0.0,1.98,0.0,0.0,-3.96,-3.96,0.0,0,0.0,0.0,27.0,Active,0,0
2426783,193863,-10,0.0,0,0.0,0.0,0.0,0.0,0.0,132.435,132.435,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
1460986,295477,-28,66891.735,67500,0.0,0.0,0.0,0.0,3375.0,3600.0,3600.0,64306.08,66891.735,66891.735,0.0,0,0.0,0.0,67.0,Active,0,0
1814575,383628,-84,69.075,67500,0.0,0.0,0.0,0.0,3820.23,3820.5,3820.5,0.0,68.805,68.805,0.0,0,0.0,0.0,18.0,Active,0,0
2080847,172623,-27,136555.02,135000,0.0,8014.5,0.0,8014.5,6599.835,6750.0,6750.0,133261.47,136555.02,136555.02,0.0,3,0.0,3.0,81.0,Active,0,0
1103399,259880,-92,0.0,270000,0.0,0.0,0.0,0.0,812.745,1593.72,812.745,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,Active,0,0
1133597,254520,-2,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1845982,425449,-31,0.0,180000,0.0,0.0,0.0,0.0,0.0,304.065,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,34.0,Active,0,0
2574758,389585,-15,0.0,27000,0.0,0.0,0.0,0.0,0.0,4.185,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,31.0,Active,0,0
1738901,312841,-60,89968.77,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,86477.805,89968.77,89968.77,0.0,0,0.0,0.0,29.0,Active,0,0
1782156,331914,-65,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,Active,0,0
2208131,303937,-53,136059.48,157500,0.0,0.0,0.0,0.0,7875.0,15750.0,15750.0,131425.74,135489.915,135489.915,0.0,0,0.0,0.0,34.0,Active,0,0
1054638,407829,-11,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2094801,454551,-57,0.0,45000,0.0,0.0,0.0,0.0,39.51,1808.37,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,16.0,Active,0,0
1536836,435024,-9,271347.975,270000,0.0,0.0,0.0,0.0,13727.25,13950.0,13950.0,260595.225,269341.38,269341.38,0.0,0,0.0,0.0,28.0,Active,0,0
2069500,449821,-78,0.0,180000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1487300,245932,-24,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,34.0,Completed,0,0
1263732,305552,-2,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2000057,185578,-18,0.0,112500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,68.0,Completed,0,0
2812756,319569,-30,0.0,90000,0.0,0.0,0.0,0.0,0.0,212.265,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
1557348,366606,-48,0.0,90000,0.0,0.0,0.0,0.0,0.0,304.2,0.0,0.0,-304.2,-304.2,0.0,0,0.0,0.0,59.0,Active,0,0
1430367,452809,-12,266925.195,270000,10800.0,10800.0,0.0,0.0,13307.04,18099.0,18099.0,258841.44,265579.695,265579.695,1.0,1,0.0,0.0,15.0,Active,0,0
2007396,224055,-6,392615.28,405000,0.0,14635.8,0.0,14635.8,20991.915,22500.0,22500.0,382263.345,392615.28,392615.28,0.0,10,0.0,10.0,17.0,Active,0,0
1875270,398398,-22,18466.02,720000,0.0,0.0,0.0,0.0,7383.825,148680.9,148680.9,16235.775,18466.02,18466.02,0.0,0,0.0,0.0,3.0,Active,0,0
1509348,204601,-3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,Completed,0,0
2204294,108169,-50,125091.18,135000,4500.0,5701.05,0.0,1201.05,6750.0,9000.0,9000.0,118931.85,125091.18,125091.18,2.0,3,0.0,1.0,41.0,Active,0,0
2318338,425865,-6,254745.18,270000,0.0,1268.685,0.0,1268.685,14142.33,28755.0,14763.645,251027.46,254745.18,254745.18,0.0,1,0.0,1.0,6.0,Active,0,0
2788766,377076,-14,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,Completed,0,0
2308254,105344,-22,0.0,0,0.0,0.0,0.0,0.0,0.0,2311.965,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Active,0,0
2304782,225950,-51,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2666277,259288,-14,418185.135,450000,0.0,0.0,0.0,0.0,21167.1,22500.0,22500.0,400842.09,415098.63,415098.63,0.0,0,0.0,0.0,19.0,Active,0,0
1989421,318851,-11,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1740499,318770,-9,116.91,135000,0.0,0.0,0.0,0.0,6750.0,116206.875,116206.875,0.0,0.0,0.0,0.0,0,0.0,0.0,95.0,Active,0,0
1150666,100800,-6,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2044348,192486,-19,237194.91,270000,0.0,0.0,0.0,0.0,12147.48,12150.0,12150.0,230799.465,237325.41,237325.41,0.0,0,0.0,0.0,15.0,Active,0,0
2629980,120697,-9,0.0,540000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1989736,427062,-71,138101.265,135000,0.0,0.0,0.0,0.0,8100.0,9270.0,9270.0,132477.345,138101.265,138101.265,0.0,0,0.0,0.0,27.0,Active,0,0
2249205,210018,-35,0.0,202500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2262585,227783,-68,68259.015,225000,0.0,0.0,0.0,0.0,11250.0,11250.0,11250.0,66038.94,68259.015,68259.015,0.0,0,0.0,0.0,17.0,Active,0,0
1488692,402931,-61,56192.76,225000,0.0,0.0,0.0,0.0,4876.785,13500.0,2250.0,55304.1,56480.76,56480.76,0.0,0,0.0,0.0,16.0,Active,0,0
1444486,228428,-33,0.0,67500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,39.0,Active,0,0
1613276,284211,-48,0.0,0,0.0,0.0,0.0,0.0,0.0,453.96,0.0,0.0,-453.96,-453.96,0.0,0,0.0,0.0,23.0,Active,0,0
1789332,451856,-13,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1678262,314528,-15,336486.195,360000,0.0,0.0,0.0,0.0,18006.03,22500.0,22500.0,319575.87,334025.46,334025.46,0.0,0,0.0,0.0,14.0,Active,0,0
2491173,360055,-36,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1793363,293280,-75,85989.555,90000,0.0,0.0,0.0,0.0,4500.0,5850.0,5850.0,82636.56,85989.555,85989.555,0.0,0,0.0,0.0,11.0,Active,0,0
1329644,155773,-7,505967.175,810000,0.0,23631.12,0.0,23631.12,25338.06,26799.615,26799.615,495177.525,505967.175,505967.175,0.0,6,0.0,6.0,10.0,Active,0,0
2567807,415753,-1,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2180238,331220,-33,0.0,67500,0.0,0.0,0.0,0.0,0.0,774.405,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
2596291,286411,-90,35702.37,67500,0.0,0.0,0.0,0.0,3375.0,6750.0,6750.0,34122.78,35702.37,35702.37,0.0,0,0.0,0.0,17.0,Active,0,0
2094982,155036,-9,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1007690,322996,-45,10.125,36000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.125,10.125,0.0,0,0.0,0.0,11.0,Active,611,0
1545215,128317,-33,0.0,180000,0.0,0.0,0.0,0.0,0.0,10863.675,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,Active,0,0
1128617,396625,-22,54821.88,67500,0.0,0.0,0.0,0.0,3375.0,11700.0,11700.0,52355.25,54821.88,54821.88,0.0,0,0.0,0.0,61.0,Active,0,0
1752654,352616,-9,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1081296,130358,-10,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1405044,121066,-22,462264.975,450000,12600.0,12600.0,0.0,0.0,22671.54,30375.0,30375.0,448030.35,462940.2,462940.2,2.0,2,0.0,0.0,8.0,Active,8,8
1740546,329505,-11,14088.33,247500,0.0,8239.725,0.0,8239.725,737.1,0.0,0.0,12967.83,12967.83,12967.83,0.0,7,0.0,7.0,1.0,Active,0,0
1076916,402384,-4,362217.69,373500,0.0,17809.65,0.0,17809.65,18719.685,19566.18,19566.18,353736.81,362217.69,362217.69,0.0,8,0.0,8.0,4.0,Active,0,0
1106538,251378,-65,128134.215,135000,0.0,1028.925,0.0,1028.925,8100.0,8100.0,8100.0,122908.275,128134.215,128134.215,0.0,1,0.0,1.0,46.0,Active,0,0
1082589,115341,-22,0.0,247500,0.0,0.0,0.0,0.0,0.0,124.425,124.425,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,Active,0,0
1442335,242217,-15,0.0,0,0.0,0.0,0.0,0.0,0.0,119.43,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,40.0,Active,0,0
2268041,103133,-29,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,62.0,Active,0,0
1870907,436471,-26,0.0,0,0.0,0.0,0.0,0.0,0.0,259.515,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Active,0,0
1150858,425651,-83,178739.955,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,171895.725,178739.955,178739.955,0.0,0,0.0,0.0,5.0,Active,0,0
2658875,432677,-43,91061.73,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,87547.815,91061.73,91061.73,0.0,0,0.0,0.0,29.0,Active,0,0
1464680,111023,-13,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Completed,0,0
2411731,401273,-32,0.0,0,0.0,0.0,0.0,0.0,0.0,1161.135,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,8.0,Active,0,0
2299831,164267,-5,76574.475,135000,0.0,0.0,0.0,0.0,9450.0,9450.0,9450.0,72583.65,75660.075,75660.075,0.0,0,0.0,0.0,46.0,Active,0,0
1091943,114281,-26,0.0,450000,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active,0,0
1890933,202927,-23,0.0,765000,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active,0,0
1128617,396625,-18,23157.045,67500,0.0,0.0,0.0,0.0,3375.0,4275.0,4275.0,21478.815,23157.045,23157.045,0.0,0,0.0,0.0,65.0,Active,0,0
1487740,178893,-39,0.0,180000,0.0,0.0,0.0,0.0,0.0,91.8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.0,Active,0,0
1285276,175592,-54,344.16,112500,0.0,0.0,0.0,0.0,5625.0,39240.0,39240.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35.0,Active,0,0
2194768,324651,-18,66434.4,225000,45000.0,45000.0,0.0,0.0,2250.0,69750.0,69750.0,60531.075,63743.4,63743.4,2.0,2,0.0,0.0,26.0,Active,0,0
2696672,193054,-5,0.0,292500,0.0,0.0,0.0,0.0,0.0,109.98,109.98,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,Active,0,0
1652150,370157,-13,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1717315,263253,-53,67713.21,67500,27000.0,27000.0,0.0,0.0,3375.0,3375.0,3375.0,64645.2,67713.21,67713.21,1.0,1,0.0,0.0,21.0,Active,0,0
2558314,241813,-19,0.0,0,0.0,0.0,0.0,0.0,0.0,3214.215,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
1316211,387966,-91,58253.175,67500,0.0,0.0,0.0,0.0,4050.0,4500.0,4500.0,55898.28,58253.175,58253.175,0.0,0,0.0,0.0,7.0,Active,0,0
1627556,214518,-10,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.0,Completed,0,0
2083101,452481,-17,0.0,67500,0.0,0.0,0.0,0.0,0.0,819.99,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,44.0,Active,0,0
2720188,169109,-44,-27.9,112500,0.0,0.0,0.0,0.0,789.975,27.9,27.9,-27.9,-27.9,-27.9,0.0,0,0.0,0.0,24.0,Active,0,0
2180238,331220,-76,0.0,67500,0.0,0.0,0.0,0.0,0.0,774.405,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.0,Active,0,0
2804595,426361,-37,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1406916,128273,-11,263681.235,270000,0.0,67372.515,0.0,67372.515,11206.17,13743.585,13743.585,258083.505,263681.235,263681.235,0.0,47,0.0,47.0,4.0,Active,0,0
2745748,331238,-42,0.0,0,0.0,0.0,0.0,0.0,0.0,228.6,0.0,0.0,-228.6,-228.6,0.0,0,0.0,0.0,28.0,Active,0,0
2773443,453895,-54,0.0,180000,0.0,0.0,0.0,0.0,0.0,408.87,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,44.0,Active,0,0
1474398,431053,-4,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
1873907,161096,-5,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2070619,388022,-16,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1604492,355218,-10,0.0,45000,0.0,0.0,0.0,0.0,0.0,0.495,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,78.0,Active,0,0
1973153,155019,-16,275569.47,270000,0.0,0.0,0.0,0.0,14036.31,14040.0,14040.0,266686.56,275569.47,275569.47,0.0,0,0.0,0.0,13.0,Active,0,0
2463564,413148,-5,270616.995,270000,0.0,0.0,0.0,0.0,13500.0,13500.0,13500.0,261538.065,270616.995,270616.995,0.0,0,0.0,0.0,72.0,Active,0,0
1869851,315405,-73,69773.94,67500,0.0,0.0,0.0,0.0,3375.0,3375.0,3375.0,67500.0,69773.94,69773.94,0.0,0,0.0,0.0,1.0,Active,0,0
2234975,386831,-56,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2060520,418009,-10,0.0,180000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2160918,102953,-57,67.5,135000,0.0,0.0,0.0,0.0,132.885,351.315,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,45.0,Active,0,0
1391906,235087,-31,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1659947,116119,-19,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1691753,385632,-5,64.98,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.98,64.98,0.0,0,0.0,0.0,47.0,Active,1219,0
1003377,334938,-59,0.0,0,0.0,0.0,0.0,0.0,0.0,459.945,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
1238774,201975,-83,68290.065,67500,0.0,0.0,0.0,0.0,3375.0,3375.0,3375.0,66201.12,68290.065,68290.065,0.0,0,0.0,0.0,17.0,Active,0,0
2334583,438410,-15,66876.66,90000,0.0,0.0,0.0,0.0,4602.15,28125.0,28125.0,63917.91,66876.66,66876.66,0.0,0,0.0,0.0,4.0,Active,0,0
2450901,394896,-29,0.0,450000,,0.0,,,,4.5,4.5,0.0,0.0,0.0,,0,,,,Active,0,0
2528026,200216,-58,0.0,0,0.0,0.0,0.0,0.0,0.0,1898.235,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
1806009,415488,-28,0.0,180000,0.0,0.0,0.0,0.0,0.0,7.155,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,Active,0,0
1292637,316004,-3,0.0,495000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1890043,211123,-23,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2132177,115608,-24,152875.485,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,147706.335,152875.485,152875.485,0.0,0,0.0,0.0,76.0,Active,0,0
1040097,159509,-57,51425.37,90000,0.0,0.0,0.0,0.0,4500.0,6750.0,6750.0,49186.8,51009.21,51009.21,0.0,0,0.0,0.0,25.0,Active,0,0
1144776,133973,-58,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
1922331,251029,-19,0.0,45000,0.0,0.0,0.0,0.0,0.0,26.505,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,66.0,Active,0,0
2798234,172258,-82,69195.69,112500,0.0,0.0,0.0,0.0,5625.0,45000.0,45000.0,65925.09,69195.69,69195.69,0.0,0,0.0,0.0,14.0,Active,0,0
2017172,323025,-6,99207.0,382500,0.0,0.0,0.0,0.0,6186.195,13500.0,13500.0,96723.585,99207.0,99207.0,0.0,0,0.0,0.0,3.0,Active,0,0
1690146,152736,-39,0.0,45000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1320331,420912,-56,134863.155,135000,15750.0,15750.0,0.0,0.0,6750.0,6750.0,6750.0,128636.01,134863.155,134863.155,2.0,2,0.0,0.0,45.0,Active,0,0
2775472,311619,-27,234902.835,225000,10350.0,10350.0,0.0,0.0,11221.065,11250.0,11250.0,223521.3,233557.335,233557.335,1.0,1,0.0,0.0,5.0,Active,0,0
1369330,344261,-3,0.0,0,0.0,0.0,0.0,0.0,0.0,140.715,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.0,Active,0,0
